"Full Name","Birth Date","Death Date","Cemetery Name","Section","Plot","Inscription"
"Agustín Ramos","04/08/1785","10/02/1855","Confederate Cemetery","B","33",""
"Jesús Chávez","02/16/1837","12/06/1910","Mission Burial Park","Y","51",""
"Ramona Fuentes","04/18/1862","08/28/1940","Mission Burial Park","X","47",""
"Heinrich Hoffmann","03/06/1865","03/20/1905","San Fernando Cemetery No. 2","Q","58","Beloved husband and father"
"Richard Davis","10/01/1879","03/07/1942","Confederate Cemetery","E","125",""
"Grace Roberts","05/10/1922","01/24/1954","San Fernando Cemetery No. 1","F","80",""
"Johann Hoffmann","11/01/1877","06/13/1953","National Cemetery (Fort Sam Houston)","V","166",""
"Beatriz Cantu","12/20/1814","05/14/1854","Mission Burial Park","G","51",""
"Miguel Garza","04/23/1871","12/28/1920","National Cemetery (Fort Sam Houston)","O","131",""
"Sarah Baker","04/25/1890","10/01/1953","San Fernando Cemetery No. 1","S","164",""
"Hans Bauer","06/26/1814","09/23/1857","Confederate Cemetery","E","58","Rest in peace"
"Gerhard Klein","09/27/1800","09/14/1858","City Cemetery No. 1","M","175",""
"Adolph Wagner","09/08/1891","10/04/1945","Mission Burial Park","L","166",""
"Emil Zimmermann","08/28/1830","11/27/1867","Mission Burial Park","A","192","In loving memory"
"Ramona Ortiz","12/22/1896","02/26/1930","San Fernando Cemetery No. 1","Y","95",""
"Heinrich Meyer","07/21/1827","11/14/1904","National Cemetery (Fort Sam Houston)","A","166",""
"Bessie Allen","04/07/1877","05/16/1901","Confederate Cemetery","I","44",""
"Dolores Torres","12/24/1799","07/11/1853","San Fernando Cemetery No. 2","E","105",""
"Juan Morales","12/09/1872","02/12/1911","San Fernando Cemetery No. 2","Z","31","Beloved husband and father"
"Walter Young","04/24/1815","11/01/1881","San Fernando Cemetery No. 1","X","48","Geliebter Vater und Gatte"
"Joseph Moore","09/15/1849","08/10/1925","San Fernando Cemetery No. 1","N","113",""
"Esperanza Domínguez","11/24/1851","04/02/1930","San Fernando Cemetery No. 1","O","135","Gone but not forgotten"
"Emma Jones","06/13/1866","05/17/1887","National Cemetery (Fort Sam Houston)","U","77",""
"Arthur Taylor","01/09/1919","10/21/1941","City Cemetery No. 1","S","18",""
"Elizabeth Harris","12/27/1842","12/07/1871","City Cemetery No. 1","S","45",""
"Friedrich Lange","02/05/1850","05/02/1903","San Fernando Cemetery No. 1","B","118","Ruhe in Frieden"
"María Cantu","06/24/1866","01/07/1897","National Cemetery (Fort Sam Houston)","Q","117",""
"Walter Wolf","05/04/1919","06/21/1953","City Cemetery No. 1","Q","59",""
"Hans Bauer","08/16/1829","05/24/1865","San Fernando Cemetery No. 1","V","40","Called home too soon"
"Concepción Sánchez","03/28/1790","02/23/1865","Mission Burial Park","P","25",""
"Augusta Weber","06/01/1781","07/04/1854","Mission Burial Park","I","179",""
"Miguel Sánchez","04/16/1875","12/02/1958","San Fernando Cemetery No. 1","F","38","In loving memory"
"Agustín Gutiérrez","05/01/1849","12/24/1891","National Cemetery (Fort Sam Houston)","Q","112",""
"Hans Meyer","07/02/1840","04/27/1890","San Fernando Cemetery No. 1","V","4",""
"Mathilde Schulz","12/27/1918","02/27/1950","City Cemetery No. 1","Y","16","Que en paz descanse"
"Harold Harris","11/23/1903","02/26/1940","Mission Burial Park","F","133",""
"Josefa Garza","10/05/1888","10/28/1940","City Cemetery No. 1","I","163","Im Frieden des Herrn"
"Petra Ortiz","09/23/1881","03/16/1932","Confederate Cemetery","U","153",""
"Ida Williams","03/19/1832","01/11/1860","Mission Burial Park","X","35",""
"Henry Smith","08/20/1864","07/16/1944","National Cemetery (Fort Sam Houston)","H","170",""
"Ignacio García","01/17/1863","12/05/1915","National Cemetery (Fort Sam Houston)","Z","58",""
"Hermann Becker","10/06/1867","02/12/1945","San Fernando Cemetery No. 1","R","47",""
"Beatriz Vásquez","08/27/1902","03/01/1932","San Fernando Cemetery No. 2","S","84",""
"Francisca López","10/14/1864","09/28/1937","San Fernando Cemetery No. 1","C","6",""
"José Rivera","07/16/1853","11/22/1934","San Fernando Cemetery No. 2","Y","106","Que en paz descanse"
"Henry Miller","01/13/1890","10/20/1954","Confederate Cemetery","W","104",""
"Isidro Garza","11/02/1872","01/17/1895","City Cemetery No. 1","B","174",""
"Luz Rivera","01/12/1812","01/23/1896","City Cemetery No. 1","N","76",""
"Ludwig Schmitt","07/03/1811","03/09/1858","Confederate Cemetery","B","96","Until we meet again"
"Pearl King","10/04/1824","08/13/1855","Mission Burial Park","Q","29",""
"Hedwig Becker","10/01/1849","08/17/1902","San Fernando Cemetery No. 2","E","24",""
"William Brown","06/12/1872","08/14/1948","San Fernando Cemetery No. 1","W","171",""
"Richard Wright","06/27/1842","12/28/1875","Confederate Cemetery","L","166",""
"Bertha Anderson","09/13/1805","12/18/1856","San Fernando Cemetery No. 1","G","150","Descanse en paz"
"August Steinemann","04/25/1829","07/16/1896","City Cemetery No. 1","C","81",""
"Colleen Walsh","01/17/1792","10/05/1875","San Fernando Cemetery No. 1","F","15",""
"James Miller","02/01/1893","09/03/1913","San Fernando Cemetery No. 2","U","37",""
"Ramón Ortiz","10/15/1839","07/01/1862","City Cemetery No. 1","P","181",""
"Francisca Molina","07/09/1777","10/01/1860","City Cemetery No. 1","I","154","Called home too soon"
"Amparo Molina","03/23/1903","02/14/1941","San Fernando Cemetery No. 2","O","177",""
"Friedrich Koch","03/24/1860","11/26/1884","Confederate Cemetery","A","191",""
"Ramona Domínguez","02/23/1857","12/11/1895","National Cemetery (Fort Sam Houston)","S","82",""
"Augusta Steinemann","11/19/1885","10/07/1929","Confederate Cemetery","I","91","Beloved husband and father"
"Soledad Moreno","11/10/1891","08/14/1921","City Cemetery No. 1","I","58",""
"Olga Bergmann","10/28/1855","07/25/1879","San Fernando Cemetery No. 1","Q","85",""
"Harold Taylor","02/17/1859","07/25/1906","Mission Burial Park","G","168",""
"Esperanza Moreno","09/26/1843","03/21/1925","City Cemetery No. 1","F","52",""
"Gertrud Fischer","08/13/1877","03/04/1951","Mission Burial Park","A","134",""
"Ernesto Chávez","09/22/1813","09/20/1890","San Fernando Cemetery No. 2","W","80","Geliebter Vater und Gatte"
"Carmen Morales","11/22/1896","06/09/1921","City Cemetery No. 1","X","76",""
"Tomás Molina","07/13/1822","09/07/1874","National Cemetery (Fort Sam Houston)","Y","6",""
"Remedios Molina","06/08/1784","03/20/1855","San Fernando Cemetery No. 2","V","143",""
"Gregorio Díaz","10/26/1773","08/01/1852","San Fernando Cemetery No. 1","T","11",""
"Else Klein","09/23/1825","02/12/1852","Mission Burial Park","Z","58",""
"Dermot Murphy","10/21/1833","10/17/1872","Mission Burial Park","I","89",""
"Feliciano Herrera","11/16/1863","09/04/1921","Mission Burial Park","J","38",""
"Samuel Wilson","10/12/1872","03/02/1917","Mission Burial Park","B","167",""
"August Wolf","01/25/1940","06/11/1960","City Cemetery No. 1","G","192",""
"Lillie Green","08/07/1787","11/08/1857","San Fernando Cemetery No. 2","M","18",""
"Helene Bauer","12/08/1872","02/27/1947","San Fernando Cemetery No. 2","T","81",""
"Else Bergmann","11/08/1895","12/06/1948","Confederate Cemetery","J","140",""
"Guadalupe Treviño","01/25/1900","08/16/1945","Confederate Cemetery","C","67",""
"Gregorio Ortiz","05/01/1880","02/20/1948","Mission Burial Park","B","16",""
"Amparo Díaz","03/15/1884","11/11/1958","National Cemetery (Fort Sam Houston)","H","161",""
"Clara Koch","05/16/1835","01/05/1883","San Fernando Cemetery No. 1","J","89","Rest in peace"
"Friedrich Schmitt","07/27/1826","09/21/1866","City Cemetery No. 1","Z","166",""
"Consuelo Vásquez","08/12/1869","06/13/1911","City Cemetery No. 1","K","173",""
"Frederick Wright","06/20/1838","10/08/1915","City Cemetery No. 1","K","61",""
"George Scott","01/11/1780","10/09/1856","City Cemetery No. 1","I","127",""
"Henry King","02/18/1913","12/28/1934","Mission Burial Park","U","120",""
"Olga Schmidt","06/24/1795","04/17/1884","San Fernando Cemetery No. 2","Q","116","Geliebter Vater und Gatte"
"Augusta Krüger","03/27/1910","05/08/1933","National Cemetery (Fort Sam Houston)","T","177",""
"Concepción Gutiérrez","01/05/1829","03/26/1884","National Cemetery (Fort Sam Houston)","Y","67",""
"Beatriz Chávez","09/23/1890","09/13/1915","Confederate Cemetery","M","52",""
"Florence Martin","02/04/1792","05/15/1871","City Cemetery No. 1","O","141",""
"William Anderson","03/03/1831","02/27/1902","Mission Burial Park","P","55",""
"Eusebio Herrera","12/21/1853","02/10/1875","San Fernando Cemetery No. 2","C","146",""
"Karl Klein","10/24/1801","05/24/1871","National Cemetery (Fort Sam Houston)","Q","186",""
"Clara Wagner","03/10/1907","02/17/1944","Confederate Cemetery","S","162",""
"Gerhard Klein","02/13/1828","01/22/1906","Confederate Cemetery","C","164",""
"Juana Torres","12/06/1825","08/18/1892","San Fernando Cemetery No. 2","K","39",""
"Colm Sullivan","04/09/1811","02/08/1887","City Cemetery No. 1","I","33",""
"Thomas Williams","03/03/1851","06/17/1894","National Cemetery (Fort Sam Houston)","D","145",""
"James Harris","08/21/1877","01/14/1955","Confederate Cemetery","V","156","Faithful servant of God"
"Joseph Perez","09/07/1909","05/11/1960","San Fernando Cemetery No. 2","M","76","Im Frieden des Herrn"
"Nellie Wilson","12/03/1839","12/24/1881","San Fernando Cemetery No. 1","D","42",""
"Gustav Schmitt","10/19/1902","10/03/1959","Mission Burial Park","T","92",""
"Harriet Johnson","01/12/1798","02/23/1879","Confederate Cemetery","R","169",""
"Juan Rodríguez","06/13/1825","04/11/1884","San Fernando Cemetery No. 2","Z","102",""
"Katharina Klein","11/28/1841","07/08/1914","City Cemetery No. 1","V","80",""
"Frieda Mueller","07/28/1898","07/07/1934","Confederate Cemetery","Y","50",""
"Beatriz Martínez","03/20/1828","03/28/1885","National Cemetery (Fort Sam Houston)","E","194","Until we meet again"
"Miguel Garza","09/06/1775","07/20/1856","San Fernando Cemetery No. 1","S","149",""
"Rosa Pérez","03/24/1782","01/07/1867","National Cemetery (Fort Sam Houston)","T","130","Gone but not forgotten"
"Frank King","02/14/1820","05/16/1894","National Cemetery (Fort Sam Houston)","Y","16",""
"Katharina Schmidt","01/28/1866","12/28/1889","City Cemetery No. 1","V","179",""
"Florencio Díaz","07/01/1815","05/07/1865","City Cemetery No. 1","P","68","Faithful servant of God"
"Margarita Castillo","10/03/1887","06/20/1923","Mission Burial Park","P","153",""
"Bernardo López","05/03/1859","02/08/1927","Confederate Cemetery","U","107",""
"Margarita Gutiérrez","01/19/1849","11/07/1919","San Fernando Cemetery No. 1","C","108",""
"Richard Perez","01/20/1882","11/07/1955","Confederate Cemetery","J","54",""
"Henry Wright","03/02/1838","10/16/1884","San Fernando Cemetery No. 1","S","106","Faithful servant of God"
"Florencio Martínez","07/24/1831","04/06/1895","San Fernando Cemetery No. 2","J","174",""
"Ida Wright","10/16/1880","09/01/1938","San Fernando Cemetery No. 1","I","106",""
"Margarita Pérez","03/23/1891","07/19/1937","City Cemetery No. 1","B","86",""
"Hilda Weber","06/07/1814","11/19/1860","National Cemetery (Fort Sam Houston)","D","161","Que en paz descanse"
"Clara Gruenewald","11/01/1872","07/16/1948","National Cemetery (Fort Sam Houston)","V","93","Que en paz descanse"
"Remedios Vásquez","12/07/1864","12/02/1917","National Cemetery (Fort Sam Houston)","I","37",""
"Clarence Allen","11/11/1779","06/25/1868","Confederate Cemetery","Q","52",""
"Wilhelmine Schroeder","04/25/1773","04/15/1853","San Fernando Cemetery No. 1","E","14",""
"Mathilde Krüger","04/23/1873","05/17/1938","San Fernando Cemetery No. 1","O","65",""
"Dolores Ortiz","12/21/1788","12/19/1852","San Fernando Cemetery No. 1","I","4",""
"Katharina Lange","08/02/1929","12/13/1958","San Fernando Cemetery No. 1","B","71",""
"Thomas Baker","11/09/1914","12/05/1958","National Cemetery (Fort Sam Houston)","D","3",""
"Emilie Koch","03/11/1822","04/23/1891","City Cemetery No. 1","N","21",""
"Isidro Medina","10/07/1830","02/27/1857","Mission Burial Park","E","32",""
"Ramona Chávez","09/08/1805","02/04/1864","San Fernando Cemetery No. 2","I","193",""
"Alice Roberts","03/04/1907","07/27/1936","Confederate Cemetery","Z","106",""
"Marta Mueller","04/23/1813","02/06/1859","San Fernando Cemetery No. 1","D","108",""
"Margarita Vásquez","04/18/1890","08/08/1933","Mission Burial Park","U","50",""
"Luis Moreno","01/24/1816","03/06/1900","Confederate Cemetery","I","170",""
"Fergus O'Connor","06/24/1939","12/19/1960","National Cemetery (Fort Sam Houston)","L","2",""
"Ethel Davis","09/08/1842","11/03/1917","Confederate Cemetery","E","85",""
"Isidro Herrera","01/27/1838","08/10/1873","City Cemetery No. 1","S","21",""
"Pearl Thompson","06/11/1878","12/03/1945","San Fernando Cemetery No. 1","R","80",""
"Florence King","03/05/1844","05/08/1904","San Fernando Cemetery No. 1","P","51","Hier ruht in Gott"
"Arthur Roberts","01/22/1844","11/06/1932","San Fernando Cemetery No. 2","A","40",""
"Emilie Richter","12/09/1839","02/21/1890","San Fernando Cemetery No. 2","B","80",""
"Frieda Schulz","03/24/1795","05/12/1863","City Cemetery No. 1","H","16",""
"Josefa Reyes","04/03/1818","01/04/1852","City Cemetery No. 1","N","78",""
"Guadalupe Fuentes","06/11/1891","11/28/1914","Mission Burial Park","T","36",""
"Bridget O'Connor","10/15/1807","07/02/1866","Confederate Cemetery","T","167",""
"Colleen Ryan","11/25/1798","06/13/1873","City Cemetery No. 1","C","17",""
"Walter Lehmann","08/06/1819","10/20/1887","Mission Burial Park","O","181",""
"Friedrich Schmidt","08/11/1850","02/04/1906","San Fernando Cemetery No. 1","V","200",""
"Manuel Torres","12/10/1936","08/27/1957","San Fernando Cemetery No. 2","E","180",""
"Luz Ramírez","04/07/1818","09/03/1876","San Fernando Cemetery No. 1","N","20",""
"Arthur Taylor","01/16/1854","05/14/1936","San Fernando Cemetery No. 1","D","155",""
"Helene Lehmann","09/15/1781","02/12/1864","San Fernando Cemetery No. 2","H","150","Rest in peace"
"Rafael Molina","03/07/1793","03/13/1851","Confederate Cemetery","F","186",""
"Ludwig Lange","08/03/1852","12/19/1898","City Cemetery No. 1","O","166",""
"Gregorio Martínez","11/03/1817","11/23/1895","San Fernando Cemetery No. 1","P","136",""
"Antonio Herrera","10/09/1870","05/25/1955","San Fernando Cemetery No. 2","I","79",""
"Joseph Jackson","09/25/1845","01/10/1904","Confederate Cemetery","Z","189",""
"Walter Fischer","12/15/1835","03/24/1917","Mission Burial Park","H","76",""
"August Neumann","08/08/1908","05/12/1944","Mission Burial Park","H","165",""
"Bruno Weber","05/04/1829","07/16/1890","San Fernando Cemetery No. 2","Z","86",""
"Gertrud Hartmann","12/15/1883","10/15/1906","National Cemetery (Fort Sam Houston)","Z","185","Con Dios"
"Nellie Anderson","08/07/1847","01/01/1876","San Fernando Cemetery No. 1","Y","68","Amado esposo y padre"
"Pedro Pérez","06/13/1841","03/19/1931","Confederate Cemetery","W","33",""
"Agustín Flores","05/21/1811","02/16/1891","National Cemetery (Fort Sam Houston)","L","111",""
"Bertha Schmitt","05/05/1869","05/07/1945","National Cemetery (Fort Sam Houston)","X","35",""
"Carlos Rodríguez","01/15/1779","07/10/1850","San Fernando Cemetery No. 2","M","88","Gone but not forgotten"
"Emma Baker","01/20/1812","09/15/1885","Confederate Cemetery","O","60",""
"Ramón Flores","07/24/1802","12/19/1865","National Cemetery (Fort Sam Houston)","G","46","At rest with the Lord"
"Ernesto Vásquez","09/17/1868","02/22/1930","City Cemetery No. 1","I","172",""
"Carlos Rodríguez","11/06/1839","12/01/1863","San Fernando Cemetery No. 1","R","146",""
"Juan Domínguez","06/04/1836","04/06/1868","Mission Burial Park","O","81","Auf Wiedersehen"
"Frederick White","06/08/1778","06/17/1853","San Fernando Cemetery No. 1","I","174",""
"Juan Herrera","02/26/1908","01/10/1955","Mission Burial Park","B","117",""
"Franz Braun","12/13/1882","06/17/1926","Confederate Cemetery","J","43",""
"Feliciano Molina","08/07/1851","11/16/1938","National Cemetery (Fort Sam Houston)","Y","133","Faithful servant of God"
"Agustín Cantu","04/17/1833","11/19/1872","San Fernando Cemetery No. 2","L","43","Con Dios"
"Luis Martínez","05/09/1857","11/08/1900","National Cemetery (Fort Sam Houston)","V","157",""
"Francisco Flores","06/21/1837","02/13/1903","City Cemetery No. 1","E","120",""
"Conrad Schmidt","02/24/1798","02/10/1866","Confederate Cemetery","T","191",""
"Heinrich Schmidt","11/25/1795","10/28/1869","Mission Burial Park","U","94",""
"Edward Miller","03/20/1888","08/28/1912","Mission Burial Park","N","118",""
"Jesús Domínguez","03/25/1872","03/08/1949","City Cemetery No. 1","M","171",""
"Kieran O'Brien","02/03/1822","09/25/1887","National Cemetery (Fort Sam Houston)","S","9",""
"Ramón Rivera","08/20/1889","03/22/1960","San Fernando Cemetery No. 1","Y","30","Amado esposo y padre"
"Margarita Flores","07/20/1908","08/06/1937","City Cemetery No. 1","E","196","In loving memory"
"Lupe Rodríguez","07/03/1839","08/11/1920","Confederate Cemetery","M","96",""
"Adolph Gruenewald","07/14/1866","09/28/1916","San Fernando Cemetery No. 1","P","150",""
"Wilhelm Neumann","08/17/1831","12/27/1875","San Fernando Cemetery No. 2","M","163","Siempre en nuestros corazones"
"Aurelio Molina","09/01/1875","11/17/1898","Confederate Cemetery","S","95",""
"Pedro Torres","12/14/1867","06/01/1912","Mission Burial Park","A","72",""
"Juan Cruz","05/05/1847","08/26/1878","Mission Burial Park","D","56",""
"Arthur Carter","11/05/1880","04/19/1922","Mission Burial Park","N","186",""
"Bessie Moore","12/05/1797","08/27/1870","National Cemetery (Fort Sam Houston)","H","187",""
"Tomás Morales","03/26/1788","05/01/1868","National Cemetery (Fort Sam Houston)","C","158",""
"Amparo Domínguez","10/26/1836","11/17/1859","National Cemetery (Fort Sam Houston)","Y","8",""
"María Morales","08/05/1837","07/24/1879","City Cemetery No. 1","Y","78",""
"Klaus Hoffmann","03/23/1818","07/16/1867","Mission Burial Park","W","181",""
"Florencio Salinas","01/25/1834","04/05/1894","San Fernando Cemetery No. 1","M","159",""
"Frederick Roberts","02/23/1874","05/12/1906","Mission Burial Park","M","87",""
"Helen Smith","10/26/1862","07/06/1919","City Cemetery No. 1","D","58","Descanse en paz"
"Richard Carter","11/19/1870","06/28/1909","Confederate Cemetery","M","191",""
"Amparo Hernández","11/01/1878","02/07/1915","Confederate Cemetery","E","50",""
"Eugene Moore","07/07/1875","06/12/1901","Confederate Cemetery","S","178",""
"Kathleen Connelly","11/28/1835","12/28/1908","City Cemetery No. 1","L","159",""
"Juana Vásquez","07/02/1879","07/19/1955","Mission Burial Park","F","36","Ruhe in Frieden"
"Mathilde Lehmann","05/08/1919","06/22/1952","Confederate Cemetery","V","2",""
"Johann Schäfer","03/14/1854","02/28/1927","San Fernando Cemetery No. 2","D","128",""
"Ethel Jones","11/10/1830","03/04/1873","San Fernando Cemetery No. 2","U","28",""
"Edith Thompson","04/09/1838","11/24/1861","Confederate Cemetery","G","27",""
"Hans Weidemann","01/17/1835","09/08/1896","Mission Burial Park","G","61","Faithful servant of God"
"Eusebio Salinas","12/07/1787","04/11/1861","Mission Burial Park","W","76",""
"Heinrich Braun","04/26/1868","11/03/1936","San Fernando Cemetery No. 2","Y","90",""
"Ethel Mitchell","03/11/1793","04/21/1877","City Cemetery No. 1","D","125",""
"Nora O'Brien","06/25/1848","09/05/1900","National Cemetery (Fort Sam Houston)","W","11","Que en paz descanse"
"Rosa Domínguez","02/14/1838","11/04/1923","Mission Burial Park","F","95",""
"Elena Salinas","02/07/1818","12/14/1881","San Fernando Cemetery No. 2","Q","112","Called home too soon"
"Emil Fischer","06/09/1884","02/14/1905","San Fernando Cemetery No. 2","H","116",""
"Hermann Richter","12/09/1827","02/05/1910","Confederate Cemetery","A","107",""
"Consuelo Rodríguez","10/10/1785","02/15/1872","San Fernando Cemetery No. 1","V","176",""
"Juana Chávez","05/03/1881","03/28/1907","National Cemetery (Fort Sam Houston)","N","44",""
"Thomas Wright","06/24/1821","08/18/1898","Mission Burial Park","R","99",""
"Feliciano Sánchez","06/08/1861","03/21/1927","San Fernando Cemetery No. 1","O","86",""
"Francisco Chávez","09/28/1815","05/23/1864","Mission Burial Park","I","13",""
"Francisca Fuentes","07/27/1817","05/12/1893","National Cemetery (Fort Sam Houston)","U","15",""
"Gregorio López","07/22/1883","06/13/1928","Mission Burial Park","B","56",""
"Felicitas Rivera","10/20/1835","02/07/1874","Confederate Cemetery","P","132",""
"Margarita Treviño","08/14/1850","10/04/1929","San Fernando Cemetery No. 2","Q","93",""
"Frederick Jones","04/16/1814","06/23/1868","Mission Burial Park","N","51",""
"Heinrich Wolf","06/28/1878","02/26/1953","San Fernando Cemetery No. 2","U","88",""
"Colm Walsh","10/11/1811","01/14/1897","National Cemetery (Fort Sam Houston)","Y","169","Ruhe in Frieden"
"Ramona López","12/05/1848","10/24/1927","National Cemetery (Fort Sam Houston)","K","84",""
"Ernst Lange","02/10/1908","10/10/1956","National Cemetery (Fort Sam Houston)","W","31",""
"Elena González","03/10/1855","07/15/1924","San Fernando Cemetery No. 2","R","93",""
"Feliciano Treviño","11/23/1788","12/22/1870","Confederate Cemetery","Z","6",""
"Emil Weidemann","11/15/1877","04/02/1954","National Cemetery (Fort Sam Houston)","Z","156",""
"Hans Mueller","02/20/1835","12/21/1900","City Cemetery No. 1","A","125","Called home too soon"
"Thomas Thomas","12/24/1907","01/09/1942","San Fernando Cemetery No. 1","P","13",""
"Teresa Torres","10/01/1909","06/03/1955","San Fernando Cemetery No. 1","F","150",""
"William Taylor","03/20/1829","05/22/1906","National Cemetery (Fort Sam Houston)","B","182",""
"Ignacio Díaz","10/16/1886","10/01/1938","City Cemetery No. 1","P","180",""
"Samuel Taylor","04/27/1822","07/08/1867","San Fernando Cemetery No. 2","Y","163",""
"Helen Anderson","12/10/1812","10/02/1858","National Cemetery (Fort Sam Houston)","G","14",""
"Francisco Chávez","11/28/1899","01/13/1951","Mission Burial Park","I","149","Geliebter Vater und Gatte"
"Hilda Weidemann","12/21/1784","08/22/1865","San Fernando Cemetery No. 2","G","73",""
"Elizabeth Adams","12/27/1850","08/04/1940","San Fernando Cemetery No. 2","D","161",""
"James Perez","04/03/1864","11/07/1905","National Cemetery (Fort Sam Houston)","M","119",""
"Josefa Martínez","09/18/1869","01/05/1919","San Fernando Cemetery No. 2","M","148",""
"Alice Nelson","08/20/1892","11/26/1957","City Cemetery No. 1","H","92",""
"Manuel Díaz","12/06/1817","05/25/1894","National Cemetery (Fort Sam Houston)","M","64",""
"Elena Martínez","12/09/1850","03/08/1934","National Cemetery (Fort Sam Houston)","E","15",""
"Manuel Ortiz","10/21/1866","01/20/1891","San Fernando Cemetery No. 1","U","49",""
"Bruno Bergmann","04/19/1835","10/08/1898","Mission Burial Park","Z","23","Amado esposo y padre"
"Aurelio Rivera","05/18/1859","07/11/1906","Mission Burial Park","B","46",""
"Juana Flores","06/24/1790","09/12/1880","City Cemetery No. 1","X","47","At rest with the Lord"
"Luz Treviño","09/28/1877","05/10/1936","City Cemetery No. 1","P","153","Con Dios"
"Florencio Ramos","03/04/1814","04/22/1851","Mission Burial Park","U","116",""
"Margarita Ortiz","04/19/1858","11/20/1945","San Fernando Cemetery No. 1","A","54","Ruhe in Frieden"
"Agustín Herrera","01/05/1838","09/25/1866","National Cemetery (Fort Sam Houston)","O","45",""
"Louisa Bergmann","08/02/1817","03/14/1864","Mission Burial Park","B","127",""
"Henry Miller","03/12/1896","01/26/1939","San Fernando Cemetery No. 1","O","100",""
"Emilie Weber","03/04/1798","08/10/1871","San Fernando Cemetery No. 2","G","78",""
"Esperanza Treviño","02/19/1860","06/13/1900","San Fernando Cemetery No. 2","T","186",""
"Mathilde Schäfer","08/12/1830","02/25/1888","San Fernando Cemetery No. 2","Y","113",""
"Gerhard Weidemann","05/25/1867","03/12/1940","National Cemetery (Fort Sam Houston)","L","140",""
"Walter Zimmermann","08/24/1812","11/11/1895","San Fernando Cemetery No. 1","K","31",""
"Elizabeth Jackson","05/28/1837","10/24/1909","City Cemetery No. 1","C","26",""
"Carmen Garza","05/28/1882","09/15/1902","San Fernando Cemetery No. 2","N","68",""
"Marta Steinemann","12/13/1885","09/02/1943","Confederate Cemetery","A","178",""
"Otto Neumann","02/14/1840","01/23/1897","San Fernando Cemetery No. 2","Y","119",""
"Emilie Mueller","06/06/1888","10/06/1931","San Fernando Cemetery No. 1","F","197",""
"Tomás Moreno","03/16/1815","12/27/1883","Confederate Cemetery","H","83",""
"Clarence Harris","11/03/1803","10/28/1883","City Cemetery No. 1","V","25","Im Frieden des Herrn"
"Eugene King","04/21/1820","12/18/1880","San Fernando Cemetery No. 2","K","129",""
"Klaus Hartmann","04/12/1864","02/14/1928","Mission Burial Park","U","154",""
"Conrad Krüger","01/19/1900","06/03/1936","Mission Burial Park","B","17",""
"Tomás Ramos","05/20/1851","02/04/1881","Confederate Cemetery","H","54",""
"Karl Weidemann","05/22/1836","06/22/1856","City Cemetery No. 1","T","193",""
"Olga Bergmann","12/12/1910","05/02/1933","National Cemetery (Fort Sam Houston)","P","94",""
"Samuel Thomas","02/01/1885","12/09/1926","Mission Burial Park","J","42","Que en paz descanse"
"Louisa Davis","05/19/1858","11/14/1919","San Fernando Cemetery No. 1","O","141",""
"Rafael Gutiérrez","10/07/1839","06/04/1865","Confederate Cemetery","L","115",""
"Colleen McCarthy","11/13/1927","10/13/1950","San Fernando Cemetery No. 1","V","109",""
"Thomas Davis","07/28/1908","09/09/1954","National Cemetery (Fort Sam Houston)","K","199",""
"Esperanza Herrera","10/20/1837","12/02/1909","San Fernando Cemetery No. 2","E","107",""
"Lillie Allen","07/01/1913","11/09/1936","National Cemetery (Fort Sam Houston)","U","46",""
"Isidro Reyes","01/20/1858","02/22/1895","City Cemetery No. 1","L","151",""
"Feliciano Fuentes","04/18/1823","12/09/1876","City Cemetery No. 1","U","170",""
"Aurelio Castillo","12/18/1874","12/03/1925","Mission Burial Park","P","181",""
"Remedios Hernández","02/24/1899","11/23/1930","San Fernando Cemetery No. 2","H","122",""
"Edith Miller","05/03/1821","05/08/1862","Mission Burial Park","O","4",""
"Alice Martin","04/08/1841","08/25/1914","Mission Burial Park","Q","125",""
"Remedios Rodríguez","12/02/1832","11/06/1874","National Cemetery (Fort Sam Houston)","E","47",""
"Hermann Steinemann","09/25/1808","02/20/1890","National Cemetery (Fort Sam Houston)","D","107",""
"Marta Lehmann","10/19/1824","03/22/1887","San Fernando Cemetery No. 1","A","181",""
"Emilie Meyer","12/04/1860","02/16/1885","National Cemetery (Fort Sam Houston)","Z","200",""
"Luz Pérez","04/09/1825","08/16/1880","San Fernando Cemetery No. 1","H","16",""
"Emilie Koch","04/08/1857","11/03/1940","San Fernando Cemetery No. 2","L","134","Descanse en paz"
"Elizabeth Williams","10/23/1891","06/28/1930","Confederate Cemetery","T","108",""
"Helene Fischer","07/06/1873","08/01/1899","San Fernando Cemetery No. 1","Q","36",""
"Angela Vásquez","11/27/1842","05/24/1905","San Fernando Cemetery No. 2","M","40",""
"Charles Perez","02/08/1910","06/02/1942","City Cemetery No. 1","I","156",""
"Fiona Kennedy","09/10/1823","10/05/1853","National Cemetery (Fort Sam Houston)","S","152",""
"Frederick Moore","06/10/1906","10/15/1944","Confederate Cemetery","E","169",""
"Ludwig Meyer","07/08/1870","02/15/1936","National Cemetery (Fort Sam Houston)","I","151","Ruhe in Frieden"
"Elena Gutiérrez","08/10/1817","05/14/1883","National Cemetery (Fort Sam Houston)","C","75",""
"Aurelio Molina","09/20/1866","07/11/1888","San Fernando Cemetery No. 2","A","65",""
"Samuel Jones","04/25/1827","04/20/1859","Confederate Cemetery","W","156",""
