First Name,Last Name,Name Prefix,Name Suffix,File Name,Email,Telephone,Cell Phone,Address 1,Address 2,City,State / Province,Postal Code,Country,Member Active,Member Join Date,Expiration Date,Membership Plan,Membership Type,Your Skills,Your Interests,Volunteering?,Administrative Notes,Joint Member,Email of Joint,Mbr. List - Show Name,Mbr. List - Show Address,Mbr. List - Show Phone,Mbr. List - Show Email,Birth Year,Gender
Nancy,Brunsdale,,,,nancyb@midco.net,701-422-2420,,2393 3rd St NW,,Steele,ND,58482,US,Yes,01/28/2015,06/27/2027,Individual,Individual,"Courthouse research, Swedish translation, Website design",,No,,,,Yes,Yes,Yes,Yes,1953,Female
Dennis,Quale,,,,dennis.quale@msn.com,,,8365 2nd Ave S,,Wahpeton,ND,58075,US,No,09/04/2014,11/09/2025,Family,Individual,,,No,,Debra Quale,qualed@msn.com,Yes,Yes,Yes,No,,Male
Virginia,Schultz,,,,virginia.schultz@hotmail.com,701-359-2405,701-255-4982,2519 Dakota Ave,Unit C,Beach,ND,58621,US,Yes,07/01/2021,06/10/2027,Patron,Individual,,"Military history, Frontier medicine",No,,,,Yes,Yes,No,Yes,1949,Female
Deborah,Anderson,,,,deborah.anderson@midco.net,701-302-7305,701-399-3345,8620 Valley View Rd,,Stanley,ND,58784,US,Yes,01/09/2013,04/30/2027,Individual,Individual,,,No,,,,Yes,No,Yes,Yes,,Female
Catherine,Langdon,Mr.,,,langdonc@mail.com,701-906-7876,,123 Park Ave,,Devils Lake,ND,58301,US,Yes,01/20/2021,06/21/2026,Family,Individual,Social media,,No,,Elijah Langdon,elangdon@drtel.net,Yes,No,Yes,No,,Female
Jennifer,Keller,,,,jkeller@msn.com,701-358-7520,,7590 Division St,,Grafton,ND,58237,US,Yes,06/06/2014,12/07/2026,Individual,Individual,Social media,,No,,,,Yes,Yes,No,Yes,2000,Female
Louis,Wold,,,,louis_wold@restel.com,701-811-1179,,5164 State St,Unit B,Fargo,ND,58103,US,Yes,01/31/2021,06/25/2027,Student,Individual,,Native American history,Yes,,,,Yes,Yes,Yes,Yes,2003,Male
Anthony,Zimmerman,,,,anthony_zimmerman@ndsupernet.com,,,2161 Prairie Dr,,Fargo,ND,58103,US,Yes,01/14/2024,08/25/2027,Individual,Individual,,"Civil War records, Railroad history",No,,,,Yes,Yes,Yes,Yes,1979,Male
Isabella,Lee,,,,isabella_lee@polarcomm.com,701-813-9185,,1768 Industrial Blvd,,Kenmare,ND,58746,US,Yes,09/16/2014,01/24/2027,Individual,Individual,"Teaching, Church records",Cemetery preservation,No,,,,Yes,Yes,Yes,Yes,1979,Female
Scarlett,Froelich,,,,sfroelich@ndsupernet.com,,,2187 School Rd,Unit D,Northwood,ND,58267,US,Yes,03/23/2015,02/20/2027,Family,Individual,,,No,,Carl Froelich,carl.froelich@ndsupernet.com,Yes,Yes,Yes,Yes,1947,Female
Charlotte,Erickson,,,,ericksonc@live.com,701-543-5662,701-856-9901,8690 Church St,,Medora,ND,58645,US,Yes,11/01/2012,11/27/2026,Individual,Individual,,"Immigration patterns, Military history",No,,,,Yes,No,Yes,Yes,,Female
Judith,Schmidt,,,,judith.schmidt@gmail.com,,701-232-8752,5910 Sunset Blvd,,Bismarck,ND,58501,US,Yes,11/08/2019,03/18/2027,Individual,Individual,,,No,,,,Yes,Yes,No,Yes,,Female
Steven,Knutson,,,,stevenk@outlook.com,,701-525-7737,6512 Washington St,,Langdon,ND,58249,US,Yes,11/15/2014,10/09/2027,Individual,Individual,,,Yes,,,,Yes,No,No,Yes,1953,Male
Mia,Schaefer,,,,mias@polarcomm.com,701-626-2007,701-979-9216,2516 Pioneer Way,,Fargo,ND,58102,US,Yes,05/09/2016,06/18/2026,Individual,Individual,,,Yes,,,,Yes,No,Yes,Yes,,Female
Lincoln,Larson,,,,lincoln.larson@drtel.net,701-636-5673,701-526-3923,2446 Front St,Apt 7,Mayville,ND,58257,US,No,08/28/2020,03/04/2025,Family,Individual,,Farm families,No,,Brenda Larson,blarson@outlook.com,Yes,Yes,No,Yes,1961,Male
Michelle,Holm,,,,michelle.holm@outlook.com,701-488-6588,,2199 Willow Dr,,Bowman,ND,58623,US,Yes,09/10/2022,03/24/2027,Individual,Individual,,"Norwegian immigration, Pioneer women",No,,,,Yes,Yes,Yes,Yes,1959,Female
Patrick,Hovland,,,,phovland@midco.net,,,9797 Maple Ave,Apt 9,Ellendale,ND,58436,US,Yes,02/24/2020,08/21/2027,Student,Individual,,"Scandinavian genealogy, Pioneer women, Civil War records",Yes,,,,Yes,No,No,No,2004,Male
Joyce,Grandahl,,,,joyce_grandahl@bektel.com,701-475-8722,,5721 Willow Dr,,Harvey,ND,58341,US,Yes,12/02/2015,09/12/2027,Individual,Individual,,,Yes,,,,Yes,Yes,No,Yes,1960,Female
Mark,Pedersen,,,,pedersenm@icloud.com,701-901-6858,701-637-8643,6989 Division St,Apt 15,Grafton,ND,58237,US,Yes,03/26/2019,10/21/2026,Individual,Individual,"Digital scanning, Land records, Swedish translation","Cemetery preservation, Town histories, Military history",No,,,,Yes,Yes,Yes,Yes,,Male
Angela,Hansen,,,,angela_hansen@hotmail.com,701-406-3655,701-741-4150,1509 Lakeview Dr,,Bismarck,ND,58504,US,Yes,08/08/2025,07/01/2026,Student,Individual,,,No,,,,Yes,Yes,Yes,Yes,2006,Female
Kimberly,Huber,,,,khuber@restel.com,701-579-2311,,6396 Airport Rd,Unit C,Grand Forks,ND,58203,US,No,06/29/2018,11/16/2025,Family,Individual,,,Yes,,Henry Huber,henry.huber@gmail.com,Yes,Yes,No,Yes,,Female
Rachel,Fischer,,,,rachel_fischer@mail.com,,701-368-5105,6912 1st Ave N,,Fargo,ND,58102,US,Yes,03/13/2020,04/20/2026,Individual,Individual,,One-room schoolhouses,No,,,,Yes,Yes,No,Yes,,Female
Lincoln,Stricklin,,,,lincoln_stricklin@aol.com,701-237-4581,,3174 Division St,Apt 18,Mayville,ND,58257,US,Yes,03/15/2023,04/21/2027,Individual,Individual,,,Yes,,,,Yes,No,No,Yes,1993,Male
Elizabeth,Miller,,,,elizabeth.miller@gondtc.com,701-598-6383,701-871-4281,332 Central Ave,Unit C,Ashley,ND,58413,US,Yes,09/15/2013,03/08/2027,Individual,Individual,,"Bonanza farming, Pioneer women, German-Russian heritage",No,,,,Yes,Yes,Yes,Yes,1974,Female
Gabriel,Knutson,,,,gknutson@icloud.com,701-927-2800,,2755 Rosewood Ln,,Minot,ND,58703,US,Yes,04/20/2019,11/23/2026,Individual,Individual,"Norwegian translation, Census research, Courthouse research","Railroad history, Bonanza farming",No,,,,Yes,Yes,No,Yes,,Male
Amelia,Torgerson,,,,torgersona@yahoo.com,,701-341-9498,3497 Hillside Dr,Apt 11,Hazen,ND,58545,US,Yes,10/04/2023,06/25/2027,Individual,Individual,"Cemetery transcription, Digital scanning, German translation",,No,,,,Yes,No,No,No,1972,Female
Gregory,Quale,,,,qualeg@protonmail.com,,,1973 Lakeview Dr,,Tioga,ND,58852,US,Yes,03/30/2025,07/29/2027,Individual,Individual,"Census research, Swedish translation","Fur trade era, Church records, Red River Valley history",No,,,,Yes,Yes,No,Yes,,Male
Richard,Weber,,,,rweber@yahoo.com,701-378-5663,701-889-9363,8087 Washington St,Apt 3,Grand Forks,ND,58201,US,Yes,09/08/2022,09/07/2026,Family,Individual,,,No,,Jennifer Weber,jennifer.weber@westriv.com,Yes,No,Yes,Yes,1983,Male
Stephen,Sorensen,,,,stephens@hotmail.com,,701-910-5906,574 Front St,,Kenmare,ND,58746,US,Yes,12/20/2023,06/25/2027,Family,Individual,,,No,,Kathleen Sorensen,ksorensen@protonmail.com,Yes,Yes,Yes,Yes,,Male
Cynthia,Pedersen,,,,cynthiap@hotmail.com,,701-818-3258,8998 Heritage Ln,,Tioga,ND,58852,US,Yes,07/02/2023,12/12/2027,Individual,Individual,,Frontier medicine,Yes,,,,Yes,Yes,No,Yes,1961,Female
Karen,Pfeiffer,,,,karenp@gondtc.com,701-597-7142,701-638-8838,9821 Front St,,Grafton,ND,58237,US,Yes,02/26/2024,09/07/2026,Individual,Individual,"Cemetery transcription, Digital scanning","Homesteading era, Bonanza farming, Civil War records",No,,,,Yes,Yes,Yes,Yes,2000,Female
Andrea,Braaten,,,,braatena@outlook.com,701-278-5903,701-446-7375,8956 Maple Ave,Unit B,Tioga,ND,58852,US,Yes,02/25/2017,01/03/2027,Family,Individual,,Civil War records,No,,David Braaten,davidb@icloud.com,Yes,Yes,No,Yes,1953,Female
Lucas,Sather,,,,lucas.sather@mail.com,701-209-1132,,2075 Central Ave,,West Fargo,ND,58078,US,Yes,05/05/2018,12/31/2099,Lifetime,Individual,"Land records, Event planning, Grant writing",,No,,,,Yes,Yes,Yes,Yes,1953,Male
Noah,Schaefer,,,,noahs@midco.net,701-676-2932,,3496 Division St,,Watford City,ND,58854,US,Yes,12/23/2025,05/29/2027,Individual,Individual,,,No,,,,Yes,Yes,Yes,Yes,,Male
Gary,Ringness,,,,ringnessg@aol.com,,701-323-7858,4415 Hillside Dr,,Ashley,ND,58413,US,Yes,02/21/2021,10/20/2026,Student,Individual,,"Church records, Farm families",No,,,,Yes,Yes,No,No,2005,Male
Ralph,Vold,,,,voldr@drtel.net,,,7047 State St,,Medora,ND,58645,US,No,01/25/2018,11/28/2025,Individual,Individual,,Native American history,No,,,,Yes,No,Yes,No,,Male
Frances,Berg,,,,bergf@drtel.net,701-588-1233,,1160 Maple Ave,,Devils Lake,ND,58301,US,Yes,11/14/2025,11/22/2026,Individual,Individual,,,No,,,,Yes,Yes,Yes,Yes,1999,Female
Amy,Pfeiffer,,,,apfeiffer@ndsupernet.com,701-673-6212,701-430-1296,5418 Prairie Dr,Unit C,Steele,ND,58482,US,Yes,10/19/2021,03/09/2027,Individual,Individual,"Norwegian translation, Public speaking, Census research",,No,,,,Yes,Yes,No,Yes,1966,Female
Pamela,Wagner,,,,pamelaw@yahoo.com,701-332-2388,701-585-6381,2193 Railway Ave,Apt 3,Lisbon,ND,58054,US,No,04/04/2020,04/18/2025,Family,Individual,,,No,,Kevin Wagner,kevin.wagner@midco.net,Yes,No,Yes,Yes,1949,Female
Scarlett,Lehmann,,,,scarlett.lehmann@gondtc.com,701-582-2855,701-895-5092,8932 3rd St NW,,Harvey,ND,58341,US,Yes,02/29/2012,08/10/2027,Family,Individual,"Bookkeeping, Website design, Public speaking","Military history, Farm families",No,,Timothy Lehmann,timothyl@hotmail.com,Yes,Yes,No,Yes,,Female
Lily,Strand,Mr.,,,lily_strand@msn.com,701-800-3320,,8722 Willow Dr,Unit C,Hazen,ND,58545,US,Yes,12/09/2015,10/16/2027,Individual,Individual,"Genealogy software, German translation, Church records",,No,,,,Yes,No,No,Yes,,Female
Harper,Olson,,,,harpero@bektel.com,701-491-1659,701-631-6426,617 6th Ave N,Unit D,Jamestown,ND,58401,US,Yes,02/01/2016,12/02/2027,Individual,Individual,,,Yes,,,,Yes,Yes,No,Yes,1967,Female
Carl,Ulrich,,,,ulrichc@midco.net,701-553-2361,701-742-7048,5081 Dakota Ave,Unit D,Lisbon,ND,58054,US,Yes,07/04/2024,06/13/2026,Family,Individual,,"Immigration patterns, Scandinavian genealogy, Town histories",No,,Avery Ulrich,averyu@gondtc.com,Yes,No,No,Yes,1982,Male
Levi,Severson,,,,seversonl@westriv.com,701-574-7293,,9418 Sunset Blvd,Apt 5,Kenmare,ND,58746,US,Yes,06/06/2020,03/31/2027,Patron,Individual,,,No,,,,Yes,No,Yes,Yes,,Male
Colton,Vold,,,,colton_vold@gondtc.com,701-633-6237,,2169 Railway Ave,,Fargo,ND,58103,US,Yes,08/08/2024,08/22/2027,Family,Individual,Cemetery transcription,"Fur trade era, Scandinavian genealogy, Native American history",No,,Samantha Vold,volds@gondtc.com,Yes,Yes,No,Yes,,Male
Isaac,Nygaard,,,,inygaard@restel.com,701-853-5895,701-253-4568,1950 Sunset Blvd,,Carrington,ND,58421,US,Yes,10/01/2012,12/21/2026,Family,Individual,,,No,,Helen Nygaard,hnygaard@midco.net,Yes,Yes,No,Yes,,Male
Michelle,Peterson,,,,michelle_peterson@aol.com,,,2492 4th Ave NE,,Park River,ND,58270,US,No,02/28/2023,06/22/2025,Patron,Individual,Census research,,No,,,,Yes,Yes,Yes,No,,Female
Olivia,Anderson,,Sr.,,olivia_anderson@yahoo.com,701-276-4983,701-940-8859,9814 Park Ave,Unit D,Enderlin,ND,58027,US,Yes,02/20/2015,09/11/2027,Patron,Individual,"Military records, Land records, Immigration records","County histories, One-room schoolhouses",No,,,,Yes,No,No,Yes,,Female
Jean,Lindgren,,,,jean.lindgren@icloud.com,,,3663 Willow Dr,Unit A,Walhalla,ND,58282,US,Yes,07/28/2024,05/26/2027,Individual,Individual,,"Homesteading era, Native American history",No,,,,Yes,Yes,No,No,1945,Female
Stephanie,Jacobson,,,,sjacobson@yahoo.com,701-255-5068,,3744 Rosewood Ln,,Carrington,ND,58421,US,Yes,05/31/2025,08/29/2027,Individual,Individual,"Social media, Norwegian translation, Website design",,No,,,,Yes,Yes,No,Yes,,Female
Cheryl,Thompson,,,,thompsonc@midco.net,,701-586-6409,7306 Pioneer Way,,Bismarck,ND,58503,US,Yes,12/11/2025,05/01/2027,Individual,Individual,,"Immigration patterns, Church records",No,,,,Yes,Yes,No,Yes,1989,Female
Mia,Meyer,,,,miam@protonmail.com,701-359-8546,,8897 Maple Ave,Unit D,Bismarck,ND,58501,US,Yes,11/26/2018,04/04/2027,Family,Individual,"Church records, Census research, Event planning",,No,,Edward Meyer,edwardm@midco.net,Yes,Yes,Yes,Yes,,Female
Christina,Falk,,,,cfalk@restel.com,701-594-2152,,4360 Industrial Blvd,,Wahpeton,ND,58075,US,Yes,05/07/2022,10/26/2027,Family,Individual,,,No,,Eric Falk,eric.falk@restel.com,Yes,Yes,Yes,Yes,1942,Female
Janice,Lehmann,,,,janice.lehmann@live.com,701-623-5923,701-770-3869,7099 Hillside Dr,,Northwood,ND,58267,US,Yes,11/15/2014,12/31/2099,Lifetime,Individual,"Newspaper research, Event planning",,No,,,,Yes,Yes,No,No,,Female
Elijah,Miller,,,,emiller@ndsupernet.com,701-558-5205,,120 Oak Ave,Unit D,Stanley,ND,58784,US,Yes,09/29/2013,01/30/2027,Individual,Individual,,,No,,,,Yes,Yes,Yes,Yes,,Male
Kathleen,Falk,,,,kathleenf@mail.com,,701-488-8850,3421 Pioneer Way,,Linton,ND,58552,US,Yes,03/24/2026,03/24/2027,Family,Individual,Census research,,Yes,,Jordan Falk,jordan_falk@westriv.com,Yes,Yes,Yes,Yes,1940,Female
Amelia,Wagner,,,,amelia.wagner@drtel.net,701-900-6765,701-509-4869,8312 Pioneer Way,,Jamestown,ND,58401,US,Yes,11/14/2022,11/27/2027,Individual,Individual,,,Yes,Publicity Chair,,,Yes,Yes,Yes,Yes,,Female
Patrick,Oberg,,,,patrick.oberg@msn.com,701-769-9207,,4612 Maple Ave,Apt 5,Beach,ND,58621,US,Yes,07/15/2022,06/22/2027,Individual,Individual,,,No,,,,Yes,No,No,Yes,1998,Male
Pamela,Christenson,,,,pamelac@live.com,,701-869-5001,8731 Pioneer Way,,Beulah,ND,58523,US,No,05/15/2019,09/20/2025,Individual,Individual,"Digital scanning, Genealogy software, Grant writing",,No,,,,Yes,Yes,No,No,,Female
Chloe,Svenson,,,,chloe.svenson@outlook.com,701-625-8484,,9255 Lincoln Ave,,Fargo,ND,58103,US,Yes,05/03/2023,12/25/2026,Patron,Individual,,,Yes,,,,Yes,No,Yes,Yes,1945,Female
Betty,Vogt,,,,bvogt@ndsupernet.com,701-858-2615,,2024 Sunset Blvd,,Steele,ND,58482,US,Yes,12/17/2017,09/15/2026,Individual,Individual,,,No,,,,Yes,No,No,Yes,,Female
Donald,Kraft,,,,donald.kraft@protonmail.com,701-291-2809,,8195 5th St S,Unit A,Mayville,ND,58257,US,Yes,03/01/2023,12/21/2026,Family,Individual,,,No,,Michelle Kraft,kraftm@yahoo.com,Yes,Yes,Yes,Yes,1953,Male
Amanda,Falk,,,,amandaf@bektel.com,,,4815 3rd St NW,,Harvey,ND,58341,US,Yes,04/24/2016,02/08/2027,Individual,Individual,,,No,,,,Yes,Yes,Yes,Yes,,Female
Michelle,Thompson,Mr.,,,michelle.thompson@hotmail.com,701-515-1744,701-813-1897,225 River Rd,,Grafton,ND,58237,US,No,12/05/2020,03/22/2026,Family,Individual,,,No,,Larry Thompson,thompsonl@msn.com,Yes,Yes,No,Yes,1967,Female
David,Sandberg,,,,david.sandberg@restel.com,,701-334-6554,4865 Willow Dr,,West Fargo,ND,58078,US,Yes,02/03/2014,01/24/2027,Individual,Individual,,,Yes,,,,Yes,Yes,No,Yes,,Male
Mason,Strand,,,,masons@ndsupernet.com,701-940-7114,,8006 Airport Rd,,Bismarck,ND,58501,US,Yes,03/31/2014,12/09/2026,Individual,Individual,,Cemetery preservation,No,,,,Yes,Yes,No,Yes,1976,Male
Mark,Sandberg,,,,mark_sandberg@restel.com,,701-303-3391,9301 Pioneer Way,Apt 2,Cavalier,ND,58220,US,Yes,09/20/2021,08/19/2026,Individual,Individual,,,No,,,,Yes,Yes,Yes,Yes,,Male
Oliver,Nygaard,,,,nygaardo@msn.com,701-731-8606,701-929-7125,8709 Park Ave,,Bismarck,ND,58504,US,Yes,05/02/2015,05/02/2027,Family,Individual,Website design,,No,,Lisa Nygaard,nygaardl@ndsupernet.com,Yes,Yes,No,Yes,1972,Male
Harold,Sorensen,,,,harold.sorensen@ndsupernet.com,,701-285-9821,7398 1st Ave N,,Walhalla,ND,58282,US,No,04/24/2015,12/08/2025,Individual,Individual,,,Yes,,,,Yes,Yes,No,Yes,1981,Male
Rachel,Lund,,,,rachell@gmail.com,,701-380-8517,7118 Willow Dr,Apt 6,Dickinson,ND,58601,US,Yes,05/12/2012,04/06/2027,Individual,Individual,,,No,,,,Yes,Yes,No,Yes,1966,Female
Anthony,Paulson,,,,paulsona@polarcomm.com,,,9519 Heritage Ln,Apt 15,Watford City,ND,58854,US,Yes,03/15/2018,01/18/2027,Family,Individual,,,No,,Margaret Paulson,margaret.paulson@polarcomm.com,Yes,No,No,No,1961,Male
Luke,Krause,Mr.,,,luke_krause@restel.com,701-593-8932,,7205 Meadow Ln,,Bowman,ND,58623,US,Yes,12/25/2021,06/12/2027,Individual,Individual,,,Yes,Research Committee Chair,,,Yes,Yes,No,Yes,1976,Male
Olivia,Hagen,,,,ohagen@protonmail.com,701-865-2753,701-299-5760,9364 Park Ave,,Enderlin,ND,58027,US,Yes,05/14/2020,10/09/2026,Individual,Individual,,"Railroad history, County histories",No,,,,Yes,No,Yes,Yes,1988,Female
Victoria,Aanderud,,,,vaanderud@restel.com,701-605-1643,,8556 Oak Ave,,Hettinger,ND,58639,US,Yes,12/08/2012,06/25/2027,Family,Individual,,,No,,Levi Aanderud,aanderudl@yahoo.com,Yes,No,Yes,No,1969,Female
Madison,Berger,,,,madison_berger@ndsupernet.com,701-285-8370,,1489 Birch St,,Grafton,ND,58237,US,Yes,01/23/2018,06/20/2027,Individual,Individual,,,No,,,,Yes,Yes,Yes,Yes,2000,Female
Patricia,Fossum,,,,fossump@ndsupernet.com,701-350-1812,701-870-1630,3118 School Rd,,Bismarck,ND,58504,US,Yes,07/01/2021,04/06/2026,Individual,Individual,,Cemetery preservation,Yes,,,,Yes,Yes,No,Yes,,Female
Kenneth,Richter,,Ph.D.,,krichter@protonmail.com,701-563-7122,,793 University Dr,Unit B,Hillsboro,ND,58045,US,Yes,11/24/2018,07/23/2027,Family,Individual,,"Farm families, Church records, Scandinavian genealogy",Yes,,Angela Richter,angela_richter@hotmail.com,Yes,No,Yes,No,,Male
Benjamin,Solberg,,,,benjamin_solberg@drtel.net,701-815-3938,,583 Church St,,Jamestown,ND,58401,US,No,08/22/2021,12/02/2025,Individual,Individual,,"Fur trade era, Native American history",No,,,,Yes,Yes,No,Yes,1944,Male
Lauren,Erickson,,,,lauren.erickson@aol.com,701-235-9733,701-630-2778,1489 6th Ave N,,Bowman,ND,58623,US,No,04/16/2016,03/06/2026,Individual,Individual,,,No,,,,Yes,No,Yes,Yes,,Female
Ethan,Rasmussen,,,,ethan_rasmussen@bektel.com,,,4995 State St,,Oakes,ND,58474,US,Yes,06/20/2022,04/06/2027,Patron,Individual,,"Frontier medicine, Town histories, Pioneer women",No,,,,Yes,Yes,No,Yes,1957,Male
Jeffrey,Weber,,,,jeffrey_weber@gmail.com,701-232-2920,,5781 Park Ave,,Grand Forks,ND,58201,US,No,11/09/2014,01/15/2026,Individual,Individual,,,No,,,,Yes,Yes,Yes,Yes,1959,Male
,,,,Dunn County Historical Society,info@dunncountyhistorical.org,701-653-2604,,928 Industrial Blvd,,Valley City,ND,58072,US,Yes,03/09/2020,08/08/2026,Organization,Organization,,,No,,,,Yes,Yes,Yes,Yes,,
Laura,Jacobson,,,,laura_jacobson@gondtc.com,701-699-7476,,3312 Hillside Dr,,Fargo,ND,58102,US,Yes,11/25/2024,10/30/2027,Family,Individual,,"Homesteading era, Immigration patterns",Yes,Membership Chair,Peter Jacobson,peter.jacobson@mail.com,Yes,No,Yes,Yes,1967,Female
Stephen,Langdon,,,,stephenl@polarcomm.com,701-229-6545,701-968-8366,475 Church St,,Lisbon,ND,58054,US,Yes,01/07/2023,08/23/2027,Individual,Individual,,,No,,,,Yes,No,Yes,Yes,,Male
Peter,Olson,,,,peter.olson@msn.com,701-684-4429,701-437-4546,1596 5th St S,,New Salem,ND,58563,US,Yes,04/23/2014,01/08/2027,Individual,Individual,"Writing, Teaching, Social media",,No,,,,Yes,Yes,No,Yes,,Male
Linda,Olson,,,,olsonl@gondtc.com,701-932-2540,701-967-6527,4054 Rosewood Ln,,Walhalla,ND,58282,US,Yes,06/24/2021,05/26/2027,Individual,Individual,,,No,,,,Yes,Yes,Yes,Yes,,Female
Ronald,Dahlgren,,,,ronaldd@westriv.com,,,9883 State St,,Fargo,ND,58104,US,Yes,08/29/2018,11/16/2026,Patron,Individual,,,No,,,,Yes,Yes,No,Yes,,Male
Nicole,Iverson,,,,niverson@polarcomm.com,701-742-4373,701-929-4128,9412 State St,,Bismarck,ND,58504,US,Yes,10/21/2014,05/28/2027,Individual,Individual,,,No,,,,Yes,Yes,Yes,Yes,,Female
Brenda,Wold,,,,bwold@outlook.com,,,8910 1st Ave N,Apt 2,Medora,ND,58645,US,Yes,04/20/2022,06/13/2026,Family,Individual,,,No,,Jason Wold,jason.wold@bektel.com,Yes,No,No,Yes,1946,Female
Anthony,Solberg,,,,solberga@outlook.com,701-477-3319,,4741 Valley View Rd,,Langdon,ND,58249,US,Yes,12/15/2022,12/31/2099,Lifetime,Individual,Digital scanning,"One-room schoolhouses, Cemetery preservation, Native American history",No,,,,Yes,Yes,Yes,Yes,1979,Male
,,,,Bismarck Public Library,info@bismarckpubliclibrar.org,701-450-4657,,2386 2nd Ave S,PO Box 792,Stanley,ND,58784,US,Yes,04/01/2016,11/18/2026,Organization,Organization,,,No,,,,Yes,Yes,Yes,Yes,,
Cynthia,Haugen,,,,cynthiah@mail.com,701-308-2669,,787 School Rd,Unit B,New Salem,ND,58563,US,Yes,01/17/2013,12/23/2027,Individual,Individual,,,No,,,,Yes,Yes,Yes,No,,Female
Donna,Gilbertson,,,,gilbertsond@midco.net,701-285-3322,701-614-2338,4987 Washington St,Unit B,Minot,ND,58703,US,Yes,03/25/2026,03/25/2027,Family,Individual,,,No,,Ryan Gilbertson,rgilbertson@yahoo.com,Yes,No,No,Yes,,Female
Andrea,Hagen,Ms.,,,andrea.hagen@aol.com,701-302-1638,,1449 Front St,,Washburn,ND,58577,US,Yes,03/11/2026,03/11/2027,Student,Individual,,,No,,,,Yes,Yes,Yes,Yes,2003,Female
Jerry,Jensen,,,,jjensen@outlook.com,,,4915 Valley View Rd,,West Fargo,ND,58078,US,Yes,05/09/2023,12/26/2027,Individual,Individual,"Grant writing, Swedish translation, Digital scanning","Red River Valley history, County histories, Civil War records",Yes,,,,Yes,Yes,No,Yes,1962,Male
Tyler,Wolff,,,,twolff@live.com,701-492-8734,701-821-2650,7159 University Dr,,Garrison,ND,58540,US,Yes,09/30/2022,08/02/2026,Individual,Individual,,"Frontier medicine, Church records",No,,,,Yes,Yes,Yes,Yes,,Male
Gabriel,Helgeson,,,,gabriel.helgeson@ndsupernet.com,,701-214-4156,4598 Dakota Ave,,West Fargo,ND,58078,US,Yes,01/08/2016,11/01/2026,Individual,Individual,"Digital scanning, Grant writing, Cemetery transcription",,No,,,,Yes,Yes,Yes,Yes,1969,Male
,,,,Traill County Historical Society,info@traillcountyhistoric.org,701-930-6107,,6637 Willow Dr,PO Box 548,Wishek,ND,58495,US,No,09/30/2019,09/11/2025,Organization,Organization,,,No,,,,Yes,Yes,Yes,Yes,,
Julie,Schaefer,,,,jschaefer@hotmail.com,701-507-2384,701-824-7290,8215 Broadway,,Kenmare,ND,58746,US,Yes,09/07/2023,01/23/2027,Individual,Individual,"Courthouse research, Norwegian translation, Newspaper research",,No,,,,Yes,Yes,No,Yes,1947,Female
Lily,Ehrenberg,,,,lehrenberg@icloud.com,701-709-4050,,3412 Heritage Ln,,Devils Lake,ND,58301,US,Yes,04/10/2024,04/26/2027,Family,Individual,,"Homesteading era, One-room schoolhouses",No,,Roy Ehrenberg,roye@live.com,Yes,Yes,No,Yes,,Female
Evelyn,Johnson,,,,evelyn_johnson@bektel.com,701-603-3449,701-884-4229,5354 Dakota Ave,Apt 3,Medora,ND,58645,US,Yes,01/29/2016,09/02/2027,Individual,Individual,,,No,,,,Yes,No,Yes,Yes,,Female
Samuel,Krause,Mr.,,,skrause@restel.com,701-887-5956,,3536 Park Ave,,Beulah,ND,58523,US,Yes,10/28/2012,08/21/2026,Individual,Individual,,"Homesteading era, Pioneer women, One-room schoolhouses",No,,,,Yes,Yes,Yes,No,1985,Male
Luke,Lehmann,,,,llehmann@hotmail.com,701-508-8592,701-632-1357,2008 6th Ave N,,Hillsboro,ND,58045,US,No,04/04/2015,06/06/2025,Student,Individual,Digital scanning,,Yes,,,,Yes,Yes,No,Yes,2001,Male
Luke,Benson,,,,lukeb@hotmail.com,,701-888-2886,8357 Dakota Ave,,Steele,ND,58482,US,No,01/23/2023,03/16/2026,Family,Individual,,,No,,Victoria Benson,victoriab@polarcomm.com,Yes,No,No,Yes,1980,Male
Jean,Jacobson,,,,jjacobson@hotmail.com,701-560-9312,701-672-8404,716 Oak Ave,,Enderlin,ND,58027,US,Yes,01/30/2023,09/19/2027,Family,Individual,,,No,,Logan Jacobson,loganj@midco.net,Yes,Yes,No,Yes,1944,Female
Riley,Erickson,,,,rileye@yahoo.com,701-694-4442,701-537-2213,7607 Church St,,Watford City,ND,58854,US,Yes,06/22/2023,08/25/2027,Student,Individual,"Social media, Writing",,Yes,,,,Yes,Yes,No,Yes,2000,Female
Victoria,Solberg,,,,solbergv@mail.com,701-358-3106,701-499-7295,4315 Prairie Dr,Apt 1,Washburn,ND,58577,US,Yes,10/19/2012,10/22/2026,Individual,Individual,"Writing, Immigration records",,No,,,,Yes,Yes,Yes,Yes,,Female
Teresa,Severson,,,,tseverson@polarcomm.com,701-998-3981,,2214 Central Ave,,Cavalier,ND,58220,US,Yes,12/07/2013,08/07/2026,Individual,Individual,,,No,,,,Yes,Yes,Yes,Yes,1960,Female
Betty,Oberg,,,,bettyo@ndsupernet.com,,,8170 University Dr,Apt 11,Linton,ND,58552,US,Yes,01/17/2025,08/15/2027,Individual,Individual,,,Yes,,,,Yes,Yes,Yes,Yes,,Female
George,Lehmann,,,,george_lehmann@bektel.com,,701-702-6747,9040 Heritage Ln,,Enderlin,ND,58027,US,Yes,08/07/2020,12/31/2099,Lifetime,Individual,,,No,,,,Yes,No,No,Yes,1950,Male
