"File Name","Contact","Name Prefix","First Name","PreferredName","Middle Name","Maiden Name","UseMaiden","Last Name","Name Suffix","Member Active","Member Join Date","Login","Birth Year","Birth Month","Birth Day","Deceased","Image Filename","Address 1","Address 2","City","State / Province","Postal Code","Country","Telephone","Cell Phone","Toll Free Phone","International Phone","Preferred Phone","Fax","Email","Website","Alternate Address 1","Alt. Address 2","Alt. City","Alt. State / Province","Alt. Postal Code","Al. Country","Alt. Phone","Alt. International Phone","Alt. Preferred Phone","Alt. Email","Use Seasonal Address","Use Alt. Info Month Begin","Alt. Contact Day Begin","Use Alt. Info Month End","Alt. Contact Day End","Business Phone","Gender","Quarterly","Volunteering?","Joint Member","Email of Joint","Phone of Joint","Your Skills","Your Interests","Your Education","General Email","Event Email","Newsletter Email","Surname Inquiry","Mbr. List - Show Name","Mbr. List - Show Address","Mbr. List - Show Phone","Mbr. List - Show Email","Mbr. List - Show Photo","Membership Plan","Membership Type","Max Members","Lifetime","Membership Number","Mail Publications","Address Label Name","Amount Paid","Donation","Date Paid","Payment Type","Expiration Date","Comment","Acct. Primary","Membership Tie ID","Login Count","Last Login Date","Administrative Notes","Last Updated By","Last Updated Date","ENS Member Record ID"
"Kennedy, Hazel","","","Hazel","","","","","Kennedy","","Yes","04/17/2024","hkennedy","1966","9","8","","hazel-kennedy-member.jpg","4695 Oak St","","Little Rock","AR","72201","USA","(501) 555-3455","(501) 555-7201","","","Telephone","","hazelkennedy37@example.org","","","","","","","","","","","","","","","","","","F","Y","","","","","","","","Yes","No","Yes","No","Yes","No","Yes","Yes","No","Single","Person","1","","","Yes","Kennedy, Hazel","35.00","","06/19/2026","PayPal","06/30/2026","","Yes","","25","01/18/2026","","secretary","06/24/2026","11119"
"Rice, Jessica","","","Jessica","","","","","Rice","","No","05/07/2021","jrice","1953","5","28","","jessica-rice-member.jpg","2111 Mulberry Ave","","San Antonio","TX","78234","USA","(210) 555-3570","","","","Telephone","","jrice1968@example.net","","","","","","","","","","","","","","","","","","F","","Y","Thomas","trice1975@example.net","(210) 555-3570","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Joint","Person","2","","","Yes","Rice, Jessica","45.00","","12/28/2021","PayPal","03/12/2022","","Yes","","0","","Long-time volunteer; contact for research days","admin","09/25/2021","11120"
"Dominguez, Emma","","","Emma","","Kay","","","Dominguez","","Yes","09/05/2021","edominguez","1953","1","2","","emma-kay-dominguez-member.jpg","2085 Woodlawn Ave","# 432","San Antonio","TX","78202","USA","(210) 555-8960","(210) 555-1896","","","Telephone","","edominguez1962@example.com","","","","","","","","","","","","","","","","","","F","Y","","","","","","Sam Houston family connections; Czech settlers in Texas; Mexican genealogy","AA Liberal Arts, San Antonio College","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Single","Person","1","","","Yes","Dominguez, Emma","35.00","","05/13/2026","Check","06/30/2026","","Yes","","45","05/26/2025","","admin","06/13/2026","11121"
"Dixon, Autumn","","","Autumn","","Renee","","","Dixon","","No","12/09/2000","adixon","1948","6","2","","autumn-renee-dixon-member.jpg","1625 Military Dr","","San Antonio","TX","78216","USA","(210) 555-4664","","","","Telephone","","adixon@example.net","","","","","","","","","","","","","","","","","","F","Y","","","","","","","","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Single","Person","1","","","No","Dixon, Autumn","35.00","","05/11/2021","Cash","08/08/2021","","Yes","","0","","","admin","07/18/2021","11122"
"Cooper, Brian","","Mr.","Brian","","","","","Cooper","","Yes","04/24/2025","bcooper","1981","2","4","","brian-cooper-member.jpg","4890 Washington Blvd","","Las Cruces","NM","88001","USA","(575) 555-9549","","","","Telephone","","brian.cooper@example.com","","","","","","","","","","","","","","","","","","M","Y","","","","","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Cooper, Brian","35.00","","04/26/2026","Check","06/30/2026","","Yes","","3","02/13/2026","","admin","05/17/2026","11123"
"Marshall, Antonio","","","Antonio","","","","","Marshall","","Yes","05/26/2022","amarshall","1947","3","15","","antonio-marshall-member.jpg","7481 Jefferson Ave","","Dallas","TX","75201","USA","(214) 555-8448","(214) 555-1712","","","Telephone","","amarshall@example.net","","","","","","","","","","","","","","","","","","M","","","","","","Photography; French language; Proofreading","","BA History, University of Texas at San Antonio","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Single","Person","1","","","No","Marshall, Antonio","35.00","","06/18/2027","PayPal","06/30/2027","","Yes","","22","06/03/2025","","admin","06/24/2027","11124"
"Owens, Ronald","","","Ronald","Ronny","","","","Owens","","No","05/11/1988","rowens","1958","10","25","Yes","ronald-owens-member.jpg","7290 Somerset Rd","# 500","Castroville","TX","78009","USA","(210) 555-8553","(210) 555-2574","","","Telephone","","rowens1957@example.com","","","","","","","","","","","","","","","","","","M","Y","","Debra","dowens1982@example.org","(210) 555-8553","","Spanish colonial records","","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Joint","Person","2","","","Yes","Owens, Ronald","45.00","","02/04/2021","Cash","05/03/2021","","Yes","","0","","Joint with spouse; check joint record","admin","12/15/2020","11125"
"University of Texas at San Antonio Library","Charles Nelson","","Charles","","","","","Nelson","","Yes","05/10/1993","cnelson","","","","","","386 Ridgewood Rd","","Hot Springs","AR","71901","USA","(501) 555-3991","(501) 555-9622","","","Cell Phone","","info@nelsoncharles.example.org","","","","","","","","","","","","","","","","","(501) 555-2603","","","","","","","","","","No","Yes","Yes","No","Yes","Yes","Yes","No","No","Exchange","Organization","1","","","Yes","University of Texas at San Antonio Library","0.00","","04/09/2027","Cash","06/30/2027","","Yes","","48","04/08/2025","","secretary","05/15/2027","11126"
"Navarro, Gloria","","","Gloria","","Drew","","","Navarro","","Yes","04/18/2016","gnavarro","1976","7","23","","gloria-drew-navarro-member.jpg","9335 Park Ave","","Columbia","SC","29201","USA","(803) 555-5625","(803) 555-7244","","","Cell Phone","","gloria.navarro@example.com","","","","","","","","","","","","","","","","","","F","","","Kevin","kevinnavarro48@example.org","(803) 555-5625","","Probate records; German ancestry","","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Joint","Person","2","","","Yes","Navarro, Gloria","45.00","","04/17/2026","Cash","06/30/2026","","Yes","","46","10/04/2025","","secretary","05/19/2026","11127"
"Vogt, Norma","","","Norma","","","","","Vogt","","Yes","03/12/2013","nvogt","1958","12","22","","norma-vogt-member.jpg","7036 Pioneer Rd","","Comfort","TX","78013","USA","(830) 555-6078","(830) 555-1223","","","Telephone","","nvogt@example.com","","","","","","","","","","","","","","","","","","F","","","Alfredo","vogta@example.org","(830) 555-6078","","Probate records; Military records","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Joint","Person","2","","","Yes","Vogt, Norma","45.00","","04/23/2027","Cash","06/30/2027","","Yes","","25","01/22/2026","","treasurer","06/14/2027","11128"
"Hudson, Teresa","","","Teresa","","Helmut","","","Hudson","","Yes","07/16/2017","thudson1","1943","2","2","","teresa-helmut-hudson-member.jpg","698 Hill Rd","","El Paso","TX","79936","USA","(915) 555-8015","(915) 555-6939","","","Telephone","","thudson1990@example.net","","","","","","","","","","","","","","","","","","F","","","","","","","","","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Single","Person","1","","","Yes","Hudson, Teresa","35.00","","06/15/2027","Check","06/30/2027","","Yes","","47","10/05/2025","","admin","06/07/2027","11129"
"Campbell, Scarlett","","Mr.","Scarlett","","","Sullivan","Not Used","Campbell","","Yes","01/13/2020","scampbell1","1955","7","14","","scarlett-campbell-member.jpg","2772 Elm St","","San Antonio","TX","78222","USA","(210) 555-5240","(210) 555-8529","","","Telephone","","campbells@example.org","","","","","","","","","","","","","","","","","","F","","","","","","","","","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","No","Campbell, Scarlett","35.00","","04/19/2026","Cash","06/30/2026","","Yes","","43","07/15/2025","","admin","05/04/2026","11130"
"Mayer, Natalia","","Judge","Natalia","","Isabel","","","Mayer","","Yes","04/07/2018","nmayer","1969","8","17","","natalia-isabel-mayer-member.jpg","5846 Liberty Ln","","Dallas","TX","75238","USA","","(214) 555-5070","","","Cell Phone","","natalia.mayer@example.net","","","","","","","","","","","","","","","","","","F","Y","","Merle","merle.mayer@example.org","(214) 555-5070","Research","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Joint","Person","2","","","Yes","Mayer, Natalia","45.00","","04/19/2026","Cash","06/30/2026","","Yes","","15","01/25/2026","","admin","06/30/2026","11131"
"Gomez, Janice","","","Janice","","Friedrich","","","Gomez","","Yes","09/12/2007","jgomez","1993","1","13","","janice-friedrich-gomez-member.jpg","4863 Legacy Trail","","Houston","TX","77024","USA","(832) 555-8839","","","","Telephone","","jgomez1983@example.org","","","","","","","","","","","","","","","","","","F","Y","","","","","","Naturalization records; Jewish genealogy; Probate records","","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","Single","Person","1","","","Yes","Gomez, Janice","35.00","","04/08/2026","Cash","06/30/2026","","Yes","","40","03/19/2026","","admin","05/02/2026","11132"
"Fort Worth Genealogical Society","Brian Jackson","","Brian","","","","","Jackson","","Yes","10/24/2001","bjackson1","","","","","","5876 Patriot Way","","Chicago","IL","60601","USA","(312) 555-7583","(312) 555-7956","","","Cell Phone","","info@jacksonbrian.example.org","https://www.jackson.example.org","","","","","","","","","","","","","","","","(312) 555-1770","","","","","","","","","","Yes","No","Yes","Yes","Yes","Yes","No","No","No","Subscription","Organization","1","","","No","Fort Worth Genealogical Society","0.00","","06/04/2027","Credit Card","06/30/2027","","Yes","","17","04/01/2025","","admin","06/05/2027","11133"
"Sanchez, Adriana","","","Adriana","","Alan","","","Sanchez","","No","06/13/2021","asanchez2","1958","3","20","","adriana-alan-sanchez-member.jpg","3284 Hildebrand Ave","","Hondo","TX","78861","USA","(210) 555-6287","(210) 555-8985","","","Telephone","","asanchez@example.net","","","","","","","","","","","","","","","","","","F","Y","Y","","","","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","No","Sanchez, Adriana","35.00","","11/18/2024","Check","12/13/2024","","Yes","","0","","","admin","10/13/2024","11134"
"Hunt, Dieter","","","Dieter","","Eric","","","Hunt","","Yes","05/12/2007","dhunt","1968","6","26","","dieter-eric-hunt-member.jpg","7074 Vance Jackson Rd","","San Antonio","TX","78251","USA","(210) 555-2290","(210) 555-4974","","","Cell Phone","","dieter.hunt@example.com","","","","","","","","","","","","","","","","","","M","Y","","","","","Cemetery documentation; Public speaking; Photography","17th century New England","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Single","Person","1","","","Yes","Hunt, Dieter","35.00","","06/11/2027","PayPal","06/30/2027","","Yes","","23","04/27/2025","","secretary","06/04/2027","11135"
"Owens, Noah","","","Noah","","Ray","","","Owens","","Yes","08/18/2011","nowens","1945","5","26","","noah-ray-owens-member.jpg","4431 Frontier St","","Corpus Christi","CA","92868","USA","","(714) 555-7540","","","Cell Phone","","nowens@example.net","","","","","","","","","","","","","","","","","","M","","","","","","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Owens, Noah","35.00","","04/14/2027","Cash","06/30/2027","","Yes","","47","04/11/2025","Requested paper newsletter instead of email","admin","06/02/2027","11136"
"McDonald, Ella","","","Ella","","","","","McDonald","","Yes","07/27/2022","emcdonald1","1948","1","4","","ella-mcdonald-member.jpg","9496 West Ave","","San Antonio","TX","78230","USA","","(210) 555-7157","","","Cell Phone","","ellamcdonald2@example.org","","","","","","","","","","","","","","","","","","F","","","Joseph","mcdonaldj@example.net","(210) 555-7157","Oral history interviewing","","","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Joint","Person","2","","","Yes","McDonald, Ella","45.00","98","04/13/2026","Cash","06/30/2026","","Yes","","23","12/03/2025","","webmaster","06/29/2026","11137"
"Porter, Adrian","","Judge","Adrian","","","","","Porter","","Yes","12/10/2025","aporter","1974","9","2","","adrian-porter-member.jpg","8532 Loop 1604","","San Antonio","TX","78257","USA","(210) 555-8342","(210) 555-5241","","","Cell Phone","(210) 555-6346","aporter1986@example.com","","","","","","","","","","","","","","","","","","M","Y","","","","","Cemetery documentation; Map reading","Publishing family histories","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Porter, Adrian","35.00","","05/07/2027","Cash","06/30/2027","","Yes","","10","09/17/2025","","admin","05/11/2027","11138"
"Campbell, Shirley","","","Shirley","","","Krueger","Not Used","Campbell","","Yes","12/14/2018","scampbell2","1977","11","21","","shirley-campbell-member.jpg","6507 Veteran Blvd","","Houston","TX","77024","USA","(832) 555-3379","(832) 555-2580","","","Cell Phone","","scampbell@example.net","","","","","","","","","","","","","","","","","","F","","Y","","","","Social media; Latin translation; Database management","","","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Single","Person","1","","","Yes","Campbell, Shirley","35.00","","05/22/2027","Check","06/30/2027","","Yes","","24","08/23/2025","","admin","06/09/2027","11139"
"Wilson, Joan","","","Joan","","","Mora","Not Used","Wilson","IV","Yes","03/05/2021","jwilson","1985","4","5","","joan-wilson-member.jpg","1703 Walnut St","","Little Rock","AR","72201","USA","(501) 555-8310","(501) 555-2059","","","Telephone","","joan.wilson@example.com","","","","","","","","","","","","","","","","","","F","Y","","","","","","","","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Wilson, Joan","35.00","","05/27/2027","PayPal","06/30/2027","","Yes","","20","06/22/2025","","webmaster","05/17/2027","11140"
"Zamora, Sean","","","Sean","","Kay","","","Zamora","","Yes","09/24/2022","szamora1","1946","6","22","","sean-kay-zamora-member.jpg","5103 Nacogdoches Rd","","San Antonio","TX","78222","USA","","(210) 555-9988","","","Cell Phone","","szamora@example.org","","","","","","","","","","","","","","","","","","M","Y","","","","","","","Brigham Young University - Family History Technology Lab","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Single","Person","1","","","No","Zamora, Sean","35.00","","05/15/2027","Check","06/30/2027","","Yes","","23","04/29/2025","","admin","05/21/2027","11141"
"Jimenez, Aaron","","","Aaron","","Neil","","","Jimenez","","Yes","05/10/2011","ajimenez","1942","9","4","","aaron-neil-jimenez-member.jpg","3927 Colonial Ave","","Dallas","TX","75238","USA","(214) 555-8807","","","","Telephone","","ajimenez1977@example.net","","","","","","","","","","","","","","","","","","M","","Y","","","","","Mexican genealogy; Canary Islanders of San Antonio; Mission-era records","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Single","Person","1","","","No","Jimenez, Aaron","35.00","","06/02/2026","Cash","06/30/2026","","Yes","","8","07/29/2025","","admin","06/29/2026","11142"
"Morgan, Helen","","","Helen","","","","","Morgan","","Yes","06/14/2006","hmorgan","1938","7","14","","helen-morgan-member.jpg","870 Cedar Rd","","Austin","TX","78759","USA","(512) 555-7139","","","","Telephone","","morganh@example.net","","","","","","","","","","","","","","","","","","F","Y","","","","","Record preservation; Spanish language; Transcription","","","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","Single","Person","1","","","Yes","Morgan, Helen","35.00","","04/18/2027","Credit Card","06/30/2027","","Yes","","3","08/12/2025","","webmaster","06/27/2027","11143"
"Rivas, Sigrid","","","Sigrid","","Maria","","","Rivas","","Yes","08/17/2007","srivas","1965","7","5","","sigrid-maria-rivas-member.jpg","6064 Memorial Dr","# 425","Eagle Pass","TX","78852","USA","","(830) 555-1800","","","Cell Phone","(830) 555-1304","sigridrivas91@example.org","","","","","","","","","","","","","","","","","","F","Y","","","","","","","","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Single","Person","1","","","No","Rivas, Sigrid","35.00","","06/13/2027","Cash","06/30/2027","","Yes","","4","06/04/2025","","admin","05/29/2027","11144"
"Gomez, Janice","","","Janice","","Ernst","","","Gomez","","Yes","01/03/2020","jgomez1","1957","12","28","","janice-ernst-gomez-member.jpg","2670 Nolan St","# 302","San Antonio","TX","78219","USA","(210) 555-2538","(210) 555-4802","","","Telephone","","janice.gomez@example.com","","","","","","","","","","","","","","","","","","F","Y","Y","","","","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Gomez, Janice","35.00","","05/01/2026","PayPal","06/30/2026","","Yes","","23","08/29/2025","","admin","05/18/2026","11145"
"Mason, Alejandra","","","Alejandra","","Frances","","","Mason","","Yes","12/07/1998","amason","1960","10","17","","alejandra-frances-mason-member.jpg","9170 Rigsby Ave","","Alamo Heights","TX","78209","USA","","(210) 555-8494","","","Cell Phone","","masona@example.org","","","","","","","","","","","","","","","","","","F","Y","Y","George","gmason1980@example.com","(210) 555-8494","","","","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Joint","Person","2","","","Yes","Mason, Alejandra","45.00","25","04/09/2026","Cash","06/30/2026","","Yes","","12","01/18/2026","","secretary","06/23/2026","11146"
"Simmons, Pearl","","","Pearl","","","Montoya","Not Used","Simmons","","Yes","08/28/2005","psimmons","1946","6","16","","pearl-simmons-member.jpg","6596 Birch St","","San Antonio","TX","78214","USA","(210) 555-5488","(210) 555-8803","","","Cell Phone","","psimmons@example.com","","1706 Memorial Dr","","Fort Myers","FL","33901","USA","(239) 555-7187","","Telephone","","Yes","11","1","3","31","","F","","","","","","","","","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Single","Person","1","","","No","Simmons, Pearl","35.00","","05/22/2027","PayPal","06/30/2027","","Yes","","13","12/30/2025","","admin","06/01/2027","11147"
"Martinez, Isabel","","","Isabel","","Earl","","","Martinez","","Yes","03/14/2017","imartinez","1975","10","13","","isabel-earl-martinez-member.jpg","1234 Bandera Rd","","Universal City","TX","78148","USA","","(210) 555-2829","","","Cell Phone","","isabel.martinez@example.net","","","","","","","","","","","","","","","","","","F","Y","","","","","","Quaker records; King Ranch family history","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Martinez, Isabel","35.00","","04/19/2026","PayPal","06/30/2026","","Yes","","16","09/03/2025","Joint with spouse; check joint record","admin","06/06/2026","11148"
"Ramirez, Esperanza","","","Esperanza","","Dean","","","Ramirez","","Yes","12/21/2007","eramirez","1945","7","10","","esperanza-dean-ramirez-member.jpg","125 Culebra Rd","","San Antonio","TX","78234","USA","(210) 555-9981","(210) 555-7801","","","Cell Phone","","esperanzaramirez94@example.net","","9238 Greenwood Dr","","Palm Beach","FL","33480","USA","(561) 555-6776","","Telephone","","Yes","11","1","3","31","","F","Y","","Wolfgang","wramirez1984@example.com","(210) 555-9981","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Joint","Person","2","","","Yes","Ramirez, Esperanza","45.00","","04/15/2026","PayPal","06/30/2026","Two-year membership; second year free","Yes","","50","08/01/2025","Member since the founding year; honorary board member","admin","05/27/2026","11149"
"Haas, Marco","","","Marco","","Ann","","","Haas","","Yes","09/02/2004","mhaas","1948","10","28","","marco-ann-haas-member.jpg","7158 Peachtree Rd","","Broken Arrow","OK","74012","USA","(918) 555-3860","(918) 555-4023","","","Telephone","","mhaas1962@example.org","","","","","","","","","","","","","","","","","","M","Y","","","","","Scanning and digitization","","","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Haas, Marco","35.00","","06/11/2026","PayPal","06/30/2026","","Yes","","10","12/29/2025","Renewed 02/05/2020
Renewed 11/07/2017
Renewed 06/05/2015","admin","06/08/2026","11150"
"Quintero, Thomas","","Rev.","Thomas","","Todd","","","Quintero","","No","02/27/2022","tquintero","1964","6","21","","thomas-todd-quintero-member.jpg","2812 Park Ave","","Jacksonville","FL","32099","USA","(904) 555-3728","","","","Telephone","","thomasquintero98@example.net","","","","","","","","","","","","","","","","","","M","Y","","","","","","","","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Quintero, Thomas","35.00","","02/21/2024","PayPal","03/04/2024","Scholarship discount applied","Yes","","0","","","secretary","09/16/2023","11151"
"Sullivan, Brunhilde","","Rev.","Brunhilde","","Dean","","","Sullivan","","No","04/14/2015","bsullivan","1971","2","27","","brunhilde-dean-sullivan-member.jpg","1016 Colonial Ave","","Yoakum","TX","77995","USA","(361) 555-6044","(361) 555-8806","","","Telephone","","bsullivan1954@example.com","","","","","","","","","","","","","","","","","","F","","","","","","","","","No","Yes","Yes","Yes","No","Yes","No","No","No","Single","Person","1","","","Yes","Sullivan, Brunhilde","35.00","","09/19/2021","Credit Card","10/22/2021","","Yes","","0","","","webmaster","08/06/2021","11152"
"Vogt, Bertha","","","Bertha","","","","","Vogt","","Yes","01/16/2008","bvogt","1941","3","25","","bertha-vogt-member.jpg","8301 Pleasanton Rd","","San Antonio","TX","78258","USA","","(210) 555-8650","","","Cell Phone","(210) 555-7293","berthavogt78@example.com","","","","","","","","","","","","","","","","","","F","Y","","","","","","Bexar County pioneers; Mission-era records; Old Order Mennonite communities","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Vogt, Bertha","35.00","","05/07/2026","Check","06/30/2026","","Yes","","33","01/11/2026","","admin","06/16/2026","11153"
"New York Genealogical and Biographical Society","Helen Green","","Helen","","","","","Green","","No","04/09/2009","hgreen1","","","","","","1401 Judson Rd","","Balcones Heights","TX","78201","USA","","(210) 555-3608","","","Cell Phone","","info@greenhelen.example.org","","","","","","","","","","","","","","","","","(210) 555-8716","","Y","Y","","","","","","","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Exchange","Organization","1","","","No","New York Genealogical and Biographical Society","0.00","","10/25/2021","Credit Card","01/21/2022","","Yes","","0","","Updated address 11/20/2025","admin","08/09/2021","11154"
"Woods, Amber","","","Amber","","Carl","","","Woods","","Yes","07/17/1985","awoods","1950","1","11","","amber-carl-woods-member.jpg","8382 Rigsby Ave","","San Antonio","TX","78207","USA","(210) 555-5314","(210) 555-1418","","","Telephone","","amber.woods@example.net","","","","","","","","","","","","","","","","","","F","","","","","","","","BA History, University of Texas at San Antonio","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","Single","Person","1","","","Yes","Woods, Amber","35.00","","05/28/2026","Check","06/30/2026","","Yes","","23","01/04/2026","","admin","05/09/2026","11155"
"Braun, Agnes","","","Agnes","","Scott","Cox","Not Used","Braun","","Yes","08/04/2024","abraun","1982","12","10","","agnes-scott-braun-member.jpg","5399 Pecan St","","Alamo Heights","TX","78209","USA","(210) 555-9366","(210) 555-3440","","","Telephone","","abraun@example.net","","","","","","","","","","","","","","","","","","F","Y","","","","","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","No","Braun, Agnes","35.00","","05/03/2027","Credit Card","06/30/2027","","Yes","","30","02/03/2026","","admin","06/08/2027","11156"
"Brown, Ramona","","","Ramona","","Alan","","","Brown","","Yes","10/09/2021","rbrown","1965","8","26","","ramona-alan-brown-member.jpg","230 Winter Garden Rd","","Yoakum","TX","77995","USA","","(361) 555-4737","","","Cell Phone","","ramonabrown10@example.org","","","","","","","","","","","","","","","","","","F","Y","","","","","","Canary Islanders of San Antonio; Irish heritage","","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Brown, Ramona","35.00","","05/25/2026","Credit Card","06/30/2026","","Yes","","6","01/28/2026","","admin","06/23/2026","11157"
"Sierra, Ann","","Col.","Ann","","Reid","","","Sierra","","Yes","05/07/2009","asierra1","1974","4","9","","ann-reid-sierra-member.jpg","5224 Thousand Oaks","","San Antonio","TX","78208","USA","(210) 555-9003","(210) 555-6141","","","Telephone","","asierra@example.org","","","","","","","","","","","","","","","","","","F","Y","","","","","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Single","Person","1","","","Yes","Sierra, Ann","35.00","","06/13/2027","PayPal","06/30/2027","","Yes","","21","04/07/2025","","treasurer","06/19/2027","11158"
"Peterson, Oliver","","","Oliver","","Pilar","","","Peterson","","Yes","11/22/2016","opeterson","1945","5","27","","oliver-pilar-peterson-member.jpg","8836 Independence Ave","Unit 102","Little Rock","AR","72201","USA","(501) 555-9068","(501) 555-2740","","","Cell Phone","","petersono@example.org","","","","","","","","","","","","","","","","","","M","Y","","","","","Portuguese language; Spanish language; Indexing","Church records; Early San Antonio families","","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Single","Person","1","","","Yes","Peterson, Oliver","35.00","","06/15/2027","Cash","06/30/2027","","Yes","","1","05/10/2025","","admin","06/24/2027","11159"
"Leiva, Alma","","","Alma","","Kent","","","Leiva","","No","02/23/2008","aleiva3","1979","11","5","","alma-kent-leiva-member.jpg","6301 WW White Rd","","San Antonio","TX","78211","USA","","","","","","","aleiva1960@example.com","","","","","","","","","","","","","","","","","","F","","Y","","","","","","","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Single","Person","1","","","Yes","Leiva, Alma","35.00","","06/12/2022","Cash","07/02/2022","","Yes","","0","","","admin","04/30/2022","11160"
"Edwards, Gloria","","","Gloria","","Rosa","","","Edwards","","Yes","09/09/2016","gedwards","1942","5","19","","gloria-rosa-edwards-member.jpg","1231 Loop 410","","Schertz","TX","78154","USA","(210) 555-7311","(210) 555-5696","","","Telephone","","gedwards@example.org","","","","","","","","","","","","","","","","","","F","","","","","","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","No","Edwards, Gloria","35.00","","05/31/2027","PayPal","06/30/2027","","Yes","","2","11/12/2025","Submitted surname list for quarterly","admin","06/01/2027","11161"
"Moreno, Luther","","","Luther","","","","","Moreno","","Yes","02/19/2011","lmoreno","1965","1","12","","luther-moreno-member.jpg","1988 Cedar Rd","","Killeen","TX","76541","USA","(254) 555-7575","","","","Telephone","","luther.moreno@example.org","","","","","","","","","","","","","","","","","","M","Y","","","","","","Czech settlers in Texas; Civil War records; Texas Revolution heroes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Moreno, Luther","35.00","","04/16/2027","Credit Card","06/30/2027","","Yes","","18","04/10/2025","Member since the founding year; honorary board member","admin","06/19/2027","11162"
"Fuentes, Josefina","","Dr.","Josefina","","Kurt","","","Fuentes","","Yes","09/08/2024","jfuentes","1967","8","20","","josefina-kurt-fuentes-member.jpg","2127 South Flores St","","San Antonio","TX","78238","USA","","(210) 555-1741","","","Cell Phone","","josefinafuentes33@example.com","","","","","","","","","","","","","","","","","","F","Y","","Peter","peterfuentes22@example.com","(210) 555-1741","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Joint","Person","2","","","Yes","Fuentes, Josefina","45.00","","04/05/2026","Check","06/30/2026","","Yes","","32","04/15/2025","","secretary","06/23/2026","11163"
"Rivera, Cheryl","","","Cheryl","","","","","Rivera","","Yes","07/04/2014","crivera","1955","3","5","","cheryl-rivera-member.jpg","1273 Veteran Blvd","","St. Louis","MO","63101","USA","(314) 555-2371","","","","Telephone","","crivera1955@example.net","","","","","","","","","","","","","","","","","","F","","","","","","","","","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Single","Person","1","","","Yes","Rivera, Cheryl","35.00","","05/06/2027","Check","06/30/2027","","Yes","","43","11/06/2025","","admin","05/28/2027","11164"
