"Groom Name","Bride Name","Marriage Date","County","Volume","Page","Notes"
"Héctor Sánchez","Concepción Sánchez","12/05/1905","Bexar","26","397",""
"Arthur King","Katharina Mueller","04/28/1912","Bexar","28","401",""
"Gustav Hoffmann","Ida Richter","07/09/1891","Bexar","21","468","Catholic ceremony"
"Richard Wright","Grace Harris","03/18/1916","Bexar","30","106",""
"Bernardo Garza","Soledad Martínez","07/03/1839","Bexar","1","400",""
"Eugene Williams","Else Becker","03/27/1892","Bexar","21","275",""
"Samuel Nelson","Margarita Garza","12/08/1915","Bexar","29","482","Second marriage"
"Clarence Brown","Sophie Schmidt","01/08/1899","Bexar","24","324",""
"Carlos Sánchez","Lillie Wright","05/28/1927","Bexar","34","44","Witnesses present"
"Walter Smith","Soledad Torres","07/07/1917","Bexar","30","426",""
"Jesús Chávez","Anna Schäfer","02/09/1892","Bexar","21","497",""
"Ludwig Klein","Petra Castillo","09/17/1924","Bexar","33","126",""
"Kieran Kennedy","Emma Harris","07/25/1881","Bexar","17","119",""
"Karl Krüger","Carmen Hernández","04/28/1890","Bexar","20","483",""
"Antonio Molina","Sophie Neumann","04/02/1909","Bexar","27","393",""
"Gustav Gruenewald","Concepción Domínguez","12/07/1871","Bexar","13","387",""
"Conrad Koch","Siobhan Kennedy","09/18/1910","Bexar","28","440",""
"Thomas White","Clara Meyer","09/24/1857","Bexar","8","63",""
"Karl Schmidt","Harriet Davis","08/05/1913","Bexar","29","384",""
"Friedrich Schäfer","Elena Castillo","06/19/1919","Bexar","31","333",""
"Gregorio Morales","Nellie Thompson","08/07/1910","Bexar","28","480",""
"Robert Davis","Sophie Mueller","03/16/1891","Bexar","21","35",""
"Isidro Díaz","Rosa Ramos","10/15/1883","Bexar","18","305",""
"Andrés Reyes","María Díaz","10/24/1907","Bexar","27","157",""
"Edward Young","Wilhelmine Fischer","12/07/1886","Bexar","19","144",""
"Johann Lehmann","Clara Koch","10/09/1917","Bexar","30","495",""
"Arthur Miller","Ramona Reyes","10/05/1848","Bexar","5","74",""
"Richard Williams","Elizabeth Jones","07/22/1908","Bexar","27","242",""
"Karl Schulz","Clara Schmitt","06/10/1910","Bexar","28","430",""
"Klaus Gruenewald","Esperanza Castillo","07/18/1944","Bexar","40","227",""
"Thomas Young","Nellie Davis","08/25/1903","Bexar","25","344",""
"Klaus Schwarz","Edith Jackson","01/07/1927","Bexar","34","227",""
"Tomás Gutiérrez","Margarita Ortiz","10/09/1880","Bexar","16","18",""
"Emil Schmidt","Eileen Walsh","01/28/1916","Bexar","30","368",""
"Eamon Brennan","Elvira Pérez","10/23/1881","Bexar","17","79",""
"Antonio Hernández","Frieda Schmidt","01/11/1925","Bexar","33","50",""
"Miguel Martínez","Amparo Salinas","10/24/1858","Bexar","8","484",""
"Gregorio Molina","Marta Fischer","09/05/1928","Bexar","34","374",""
"Juan Castillo","Else Klein","01/10/1927","Bexar","34","141",""
"Guadalupe Hernández","Olga Fischer","03/24/1885","Bexar","18","45",""
"Friedrich Schmitt","María Morales","02/24/1909","Bexar","27","483",""
"Henry Baker","Alice Taylor","05/06/1925","Bexar","33","143",""
"Ramón Díaz","Dolores Rivera","12/15/1870","Bexar","13","136","Performed by Judge R.H. Harrison"
"Adolph Schmitt","Olga Gruenewald","01/27/1890","Bexar","20","300",""
"Ernst Lange","Hilda Becker","09/27/1912","Bexar","28","381",""
"Feliciano Morales","Angela Ortiz","09/22/1887","Bexar","19","324",""
"Tomás Salinas","Francisca González","11/12/1886","Bexar","19","446",""
"Ignacio Garza","Rosa Rivera","03/15/1876","Bexar","15","280",""
"Florencio Ramos","Ida Werner","05/24/1895","Bexar","22","192",""
"Emil Schäfer","Consuelo Pérez","05/19/1929","Bexar","35","206",""
"Pedro Gutiérrez","Louisa Miller","03/05/1909","Bexar","27","340",""
"Michael Walsh","Alice Nelson","03/15/1905","Bexar","26","1",""
"Pedro Gutiérrez","Esperanza Cruz","02/24/1892","Bexar","21","126",""
"Adolph Mueller","Louisa Weber","07/23/1923","Bexar","32","109",""
"August Lange","Rosa Vásquez","03/13/1928","Bexar","34","396",""
"Gregorio Chávez","Hedwig Fischer","12/19/1922","Bexar","32","14",""
"Hermann Bauer","Remedios García","07/03/1928","Bexar","34","331",""
"Wilhelm Becker","Josefa Garza","07/05/1891","Bexar","21","146",""
"Conrad Schmidt","Petra Rivera","09/27/1923","Bexar","32","55",""
"Gregorio Pérez","Clara Lehmann","06/05/1857","Bexar","8","295",""
"Friedrich Schroeder","Clara Klein","07/09/1875","Bexar","15","380",""
"August Neumann","Catalina Garza","02/26/1883","Bexar","18","92",""
"Emil Steinemann","Bertha Mueller","10/09/1925","Bexar","33","102",""
"August Klein","Elena González","08/12/1911","Bexar","28","26",""
"Franz Klein","Elena Martínez","05/12/1891","Bexar","21","214","Performed by Judge R.H. Harrison"
"Juan Sánchez","Guadalupe Molina","09/04/1885","Bexar","18","65",""
"Walter Bergmann","Angela Cruz","12/27/1943","Bexar","40","269",""
"Jesús Treviño","Juana Pérez","02/11/1926","Bexar","34","475",""
"Ernesto Martínez","Elvira Ortiz","02/27/1932","Bexar","36","468",""
"Miguel Ortiz","Fiona Burke","04/23/1930","Bexar","35","410","Witnesses present"
"Walter Hoffmann","Florence Moore","10/13/1882","Bexar","17","466",""
"José Domínguez","Ramona Domínguez","05/15/1897","Bexar","23","307",""
"Karl Schulz","Beatriz Salinas","05/24/1919","Bexar","31","365",""
"Walter Krüger","Hedwig Richter","01/11/1915","Bexar","29","175",""
"Robert Harris","Harriet Miller","11/13/1890","Bexar","20","131",""
"Hans Fischer","Hedwig Bauer","09/12/1927","Bexar","34","156",""
"Gregorio Ramos","Juana Flores","07/14/1916","Bexar","30","392","Performed by Judge R.H. Harrison"
"Conrad Schulz","Soledad Ramírez","02/13/1887","Bexar","19","112",""
"Luis Rivera","Lillie Young","04/14/1928","Bexar","34","462",""
"Rafael Pérez","Gertrud Neumann","04/28/1905","Bexar","26","207",""
"August Wagner","Florence Jackson","06/25/1914","Bexar","29","238",""
"Karl Richter","Ida Klein","01/20/1920","Bexar","31","115",""
"Heinrich Braun","Ida Mueller","03/19/1895","Bexar","22","321",""
"Rafael Martínez","Lillie Young","03/15/1892","Bexar","21","189",""
"Ignacio Díaz","Elena Rodríguez","10/15/1863","Bexar","10","236",""
"Hermann Lehmann","Angela Sánchez","06/28/1944","Bexar","40","472",""
"Eusebio Rodríguez","Guadalupe Domínguez","07/03/1897","Bexar","23","401",""
"Isidro Sánchez","Bertha Wright","01/15/1928","Bexar","34","247",""
"Florencio Molina","Elizabeth Thomas","11/21/1912","Bexar","28","226",""
"Antonio Ortiz","Pearl Adams","03/12/1929","Bexar","35","212",""
"Ramón Fuentes","Rosa Garza","08/23/1884","Bexar","18","252",""
"Richard Taylor","Gertrud Lehmann","10/09/1896","Bexar","22","305","Minor — parental consent noted"
"Luis Martínez","Margarita Treviño","12/06/1876","Bexar","15","291",""
"August Hartmann","Elvira Ramírez","07/09/1898","Bexar","23","327",""
"Frederick Taylor","María Ortiz","12/28/1912","Bexar","28","265",""
"Otto Bauer","Mathilde Steinemann","06/13/1913","Bexar","29","444",""
"Bruno Schroeder","Francisca García","06/08/1884","Bexar","18","159",""
"Bernardo Sánchez","Louisa Schroeder","01/27/1920","Bexar","31","383",""
"Clarence Perez","Dolores Treviño","11/04/1905","Bexar","26","488",""
"Andrés Hernández","Bridget Brennan","04/09/1895","Bexar","22","409",""
"Hermann Schulz","Olga Wagner","05/18/1918","Bexar","31","143","Minor — parental consent noted"
"William Perez","Louisa Taylor","04/19/1894","Bexar","22","390",""
"Gerhard Bergmann","Bessie Nelson","08/04/1892","Bexar","21","227","Minor — parental consent noted"
"Tomás Morales","Hilda Zimmermann","02/24/1907","Bexar","27","454",""
"Hans Lehmann","Olga Mueller","10/09/1906","Bexar","26","253",""
"Ignacio Moreno","Eileen Walsh","06/09/1868","Bexar","12","348",""
"Guadalupe Sánchez","Nora Brennan","08/16/1912","Bexar","28","84",""
"Samuel Brown","Ruth Anderson","03/07/1914","Bexar","29","399",""
"Luis Gutiérrez","Remedios Fuentes","10/07/1899","Bexar","24","293",""
"Miguel Molina","Florence King","09/16/1900","Bexar","24","335",""
"Franz Schulz","Harriet Roberts","06/05/1875","Bexar","15","157",""
"Eusebio Salinas","Ida Zimmermann","01/25/1906","Bexar","26","482",""
"Dermot O'Connor","Ruth Adams","04/07/1925","Bexar","33","339",""
"Rafael Martínez","Ramona Vásquez","12/07/1915","Bexar","29","409",""
"Franz Weber","Esperanza Salinas","10/16/1929","Bexar","35","488",""
"Gregorio Vásquez","Sophie Schulz","10/13/1918","Bexar","31","31",""
"Franz Schwarz","Elena Sánchez","02/11/1927","Bexar","34","397",""
"Robert Allen","Dolores Hernández","10/18/1900","Bexar","24","391",""
"Ludwig Lange","Felicitas Rodríguez","12/24/1926","Bexar","34","161",""
"Feliciano Medina","Edith Davis","08/12/1894","Bexar","22","171",""
"Liam Walsh","Anna Meyer","07/13/1906","Bexar","26","413",""
"Aurelio López","Louisa Thomas","01/17/1907","Bexar","27","448",""
"Arthur Taylor","Helene Werner","09/25/1885","Bexar","18","58",""
"William Allen","Bertha Wright","02/25/1933","Bexar","36","351",""
"Guadalupe Torres","Helene Wagner","08/17/1901","Bexar","24","400",""
"Walter Perez","Teresa Moreno","01/01/1904","Bexar","25","116",""
"Ramón Salinas","Wilhelmine Schmitt","12/28/1882","Bexar","17","296",""
"Henry Taylor","María González","06/03/1906","Bexar","26","168",""
"Henry Miller","Petra Castillo","06/01/1893","Bexar","21","71",""
"Thomas Carter","Mary Harris","12/07/1946","Bexar","41","195","Catholic ceremony"
"Miguel Vásquez","Frieda Fischer","10/24/1901","Bexar","24","265",""
"Thomas Martin","Nellie Baker","04/07/1890","Bexar","20","47",""
"Carlos Sánchez","Mary Smith","07/28/1906","Bexar","26","52",""
"William White","Grace Wilson","11/21/1847","Bexar","4","415",""
"Franz Werner","Gertrud Schmidt","03/19/1895","Bexar","22","5",""
"Isidro Fuentes","Elizabeth King","12/22/1947","Bexar","41","151",""
"Otto Klein","Remedios Torres","11/06/1940","Bexar","39","187",""
"Pedro Martínez","Hilda Richter","10/11/1896","Bexar","22","15",""
"Ignacio González","Alice Roberts","07/25/1914","Bexar","29","307",""
"Francisco García","Consuelo Hernández","02/16/1884","Bexar","18","238",""
"Eugene Harris","Juana García","05/05/1910","Bexar","28","166",""
"Bernardo Pérez","Mathilde Becker","03/26/1912","Bexar","28","483",""
"Karl Lange","Lena Weber","03/24/1896","Bexar","22","338",""
"Albert Scott","Else Zimmermann","03/11/1871","Bexar","13","217",""
"Eusebio González","Lillie Wright","03/01/1892","Bexar","21","74",""
"Charles Davis","María Fuentes","04/21/1902","Bexar","25","446",""
"August Becker","Augusta Schwarz","05/21/1927","Bexar","34","394",""
"Pedro Ortiz","Catalina Ramos","06/25/1922","Bexar","32","266",""
"Walter Wright","Soledad Ramírez","02/04/1909","Bexar","27","282",""
"Rafael Gutiérrez","Hedwig Fischer","03/13/1901","Bexar","24","420",""
"Seamus Kelly","Mabel Adams","12/12/1926","Bexar","34","270",""
"Aurelio López","Nellie Young","03/12/1913","Bexar","29","82",""
"Agustín Reyes","Alice Young","07/28/1915","Bexar","29","104",""
"Kieran Walsh","Remedios Domínguez","06/05/1896","Bexar","22","370",""
"Carlos Gutiérrez","Elvira Rodríguez","03/05/1906","Bexar","26","247",""
"Charles Jackson","Helen Jackson","06/03/1895","Bexar","22","116",""
"Ernesto Sánchez","Pearl Scott","03/22/1908","Bexar","27","142",""
"Francisco Gutiérrez","Lena Schroeder","05/27/1908","Bexar","27","64",""
"Johann Fischer","Bessie Perez","07/27/1882","Bexar","17","457",""
"Walter Zimmermann","Beatriz Herrera","09/04/1865","Bexar","11","46",""
"Klaus Steinemann","Amparo Herrera","07/02/1892","Bexar","21","327",""
"Edward Perez","Remedios Garza","06/03/1896","Bexar","22","7",""
"Charles Allen","Mathilde Klein","12/16/1886","Bexar","19","288",""
"Klaus Neumann","Lillie Johnson","11/04/1917","Bexar","30","295","Minor — parental consent noted"
"Gregorio Domínguez","Elizabeth Thomas","08/19/1908","Bexar","27","443",""
"Walter Scott","Edith Allen","06/04/1920","Bexar","31","150",""
"Albert Mitchell","Nellie Carter","04/09/1902","Bexar","25","229",""
"Isidro Ortiz","Florence Miller","11/11/1915","Bexar","29","380",""
"Pedro Herrera","Bessie Thomas","04/11/1927","Bexar","34","425",""
"William Wright","Lena Schroeder","07/07/1928","Bexar","34","136",""
"Gustav Lehmann","Louisa Schmitt","06/01/1890","Bexar","20","58",""
"Aurelio Moreno","Ida Davis","02/07/1924","Bexar","33","48","Witnesses present"
"Joseph Mitchell","Beatriz Garza","03/13/1905","Bexar","26","54",""
"Samuel King","Helene Koch","01/08/1893","Bexar","21","281",""
"Patrick Brennan","Beatriz Reyes","08/21/1894","Bexar","22","416",""
"Ramón Martínez","Harriet Carter","09/19/1915","Bexar","29","99",""
"Frederick Jackson","Clara Werner","06/26/1930","Bexar","35","411",""
"Ramón Salinas","Helene Lange","04/26/1924","Bexar","33","276",""
"Florencio Fuentes","Frieda Lehmann","12/12/1866","Bexar","11","368",""
"Seamus Brennan","Guadalupe Ramos","10/14/1911","Bexar","28","34",""
"Andrés Medina","Marta Bergmann","03/03/1925","Bexar","33","350",""
"Liam Gallagher","Elvira Martínez","07/23/1899","Bexar","24","392",""
"Seamus O'Connor","Hedwig Lange","04/19/1901","Bexar","24","409",""
"Robert Adams","Mathilde Koch","01/23/1915","Bexar","29","387",""
"Manuel Rodríguez","Emilie Werner","03/27/1918","Bexar","31","93","Catholic ceremony"
"Richard Williams","Francisca Vásquez","12/16/1885","Bexar","18","71",""
"Luis Cantu","Petra Ortiz","05/13/1891","Bexar","21","103",""
"Michael Kennedy","Frieda Neumann","01/18/1918","Bexar","31","31",""
"José García","Francisca Gutiérrez","10/12/1916","Bexar","30","440","Minor — parental consent noted"
"Bernardo Herrera","Dolores Cantu","03/20/1923","Bexar","32","192",""
"George Thompson","Angela Martínez","02/26/1914","Bexar","29","479",""
"Rafael Rivera","Emilie Bergmann","10/05/1892","Bexar","21","314",""
"Eugene Carter","Angela Sánchez","06/08/1884","Bexar","18","188",""
"Eamon Sullivan","Elizabeth Thomas","11/23/1910","Bexar","28","387",""
"Aurelio Hernández","Gertrud Weidemann","12/18/1916","Bexar","30","268",""
"Ernst Schäfer","Angela Díaz","07/13/1920","Bexar","31","223",""
"Conrad Weber","Catalina Vásquez","05/25/1930","Bexar","35","351",""
"Wilhelm Becker","Grace Perez","09/06/1916","Bexar","30","329",""
"José López","Aoife Sullivan","01/27/1914","Bexar","29","423",""
"Bruno Neumann","Louisa Thomas","04/04/1882","Bexar","17","235",""
"Richard Williams","Harriet Miller","01/02/1919","Bexar","31","473",""
"Thomas Roberts","Consuelo Garza","04/12/1886","Bexar","19","470",""
"Antonio Cruz","Augusta Bergmann","10/23/1924","Bexar","33","443",""
"Agustín Castillo","Anna Klein","05/27/1885","Bexar","18","462",""
"Edward King","Beatriz Molina","08/05/1929","Bexar","35","340",""
"Francisco Sánchez","Ramona Herrera","06/06/1914","Bexar","29","484",""
"Kieran Walsh","Hilda Steinemann","02/13/1886","Bexar","19","422",""
"Manuel Herrera","Remedios González","02/08/1886","Bexar","19","20",""
"Feliciano Rodríguez","Juana Treviño","08/20/1889","Bexar","20","394","Witnesses present"
"Henry Adams","Concepción González","06/28/1889","Bexar","20","487",""
"Guadalupe Díaz","Elizabeth Jackson","09/03/1898","Bexar","23","116",""
"Gregorio Medina","Angela Rodríguez","09/10/1914","Bexar","29","286",""
"Gustav Schmidt","Josefa Domínguez","10/24/1881","Bexar","17","87",""
"Juan Torres","Mabel Smith","01/27/1916","Bexar","30","199",""
"Ramón González","Helene Mueller","10/21/1910","Bexar","28","198",""
"August Weidemann","Harriet King","08/16/1920","Bexar","31","471",""
"Adolph Schulz","Luz Rivera","05/06/1886","Bexar","19","189",""
"Ludwig Meyer","Petra Reyes","11/12/1853","Bexar","6","107",""
"Walter Wolf","Ruth Jackson","06/22/1901","Bexar","24","205",""
"Hermann Becker","Pearl Miller","11/26/1930","Bexar","35","317",""
"Walter Bauer","Wilhelmine Richter","09/21/1886","Bexar","19","232",""
"Harold White","Dolores Garza","11/13/1890","Bexar","20","480",""
"Guadalupe Martínez","Clara Zimmermann","12/22/1897","Bexar","23","289",""
"Hans Lehmann","Alice White","12/05/1895","Bexar","22","391",""
"Feliciano González","Helene Fischer","06/28/1883","Bexar","18","47",""
"Henry Baker","Dolores Gutiérrez","10/11/1883","Bexar","18","299",""
"Gustav Lange","Elena Pérez","03/06/1857","Bexar","8","213",""
"Walter Davis","Sophie Lange","04/04/1925","Bexar","33","340",""
"Thomas Adams","Francisca Fuentes","01/19/1890","Bexar","20","353",""
"Guadalupe Rivera","Anna Schroeder","06/11/1909","Bexar","27","44",""
"Antonio Gutiérrez","Bertha Weber","11/07/1938","Bexar","38","493",""
"Florencio Hernández","Ramona Herrera","07/06/1917","Bexar","30","187",""
"Carlos Martínez","Emilie Schmidt","05/09/1924","Bexar","33","230",""
"Carlos Ramos","Gertrud Schwarz","01/24/1919","Bexar","31","294","Catholic ceremony"
"Ignacio Vásquez","Beatriz Castillo","06/26/1901","Bexar","24","263",""
"Walter Green","Margarita Ortiz","05/09/1911","Bexar","28","43",""
"William Nelson","Gertrud Steinemann","01/26/1887","Bexar","19","66",""
"Manuel Rivera","Carmen Cruz","02/01/1947","Bexar","41","371","Performed by Judge R.H. Harrison"
"Harold Williams","Luz Ramos","11/04/1901","Bexar","24","314",""
"Henry Roberts","Sarah Davis","01/14/1885","Bexar","18","406",""
"Isidro Hernández","Luz Díaz","12/16/1892","Bexar","21","310",""
"Hans Steinemann","Ruth Davis","03/07/1885","Bexar","18","135",""
"Ernst Lange","Felicitas Rodríguez","04/06/1900","Bexar","24","203",""
"Klaus Klein","Hilda Becker","12/08/1902","Bexar","25","272","Previously widowed"
"Feliciano Flores","Josefa Herrera","01/20/1926","Bexar","34","387",""
"Feliciano Medina","Elvira Hernández","06/23/1929","Bexar","35","349",""
"Colm Walsh","Bessie Harris","06/16/1910","Bexar","28","154",""
"Eusebio Díaz","Esperanza González","08/15/1906","Bexar","26","167",""
"Joseph Harris","Ruth Harris","07/14/1927","Bexar","34","487","Minor — parental consent noted"
"Joseph Mitchell","Clara Bauer","11/06/1930","Bexar","35","78",""
"Francisco Martínez","Carmen Castillo","08/13/1881","Bexar","17","82",""
"Fergus Walsh","Catalina Herrera","08/22/1890","Bexar","20","31",""
"Jesús Fuentes","Bertha Schulz","04/14/1911","Bexar","28","252","Performed by Judge R.H. Harrison"
"Gustav Krüger","Juana Chávez","03/17/1918","Bexar","31","145",""
"Isidro Ramírez","Catalina Rodríguez","07/08/1903","Bexar","25","108",""
"Gustav Krüger","Harriet Nelson","10/26/1901","Bexar","24","170",""
"Richard Nelson","Katharina Lange","04/16/1895","Bexar","22","289",""
"Aurelio Pérez","Carmen Salinas","08/20/1911","Bexar","28","462",""
"Liam Murphy","Wilhelmine Lehmann","03/12/1928","Bexar","34","435",""
"Hermann Krüger","Margarita Fuentes","05/11/1930","Bexar","35","249",""
"Gerhard Becker","Edith Roberts","05/24/1887","Bexar","19","32",""
"Florencio Moreno","Francisca Chávez","01/10/1946","Bexar","41","134",""
"José Domínguez","Angela Torres","09/06/1904","Bexar","25","305",""
"Carlos Ramos","Beatriz Ramos","03/11/1917","Bexar","30","490","Second marriage"
"Eugene Martin","Concepción Vásquez","07/21/1920","Bexar","31","166",""
"Feliciano González","Gertrud Zimmermann","09/02/1842","Bexar","2","371",""
"Manuel Rodríguez","Rosa Flores","02/25/1867","Bexar","12","185",""
"Héctor Garza","Harriet Jackson","07/21/1913","Bexar","29","405",""
"Manuel Morales","Frieda Schmitt","04/08/1870","Bexar","13","29",""
"Wilhelm Krüger","Mabel Martin","04/05/1894","Bexar","22","489",""
"Gustav Richter","Lillie Smith","08/01/1898","Bexar","23","343",""
"Heinrich Schmidt","Guadalupe Morales","01/12/1911","Bexar","28","360","Performed by Judge R.H. Harrison"
"Otto Richter","Soledad García","10/10/1932","Bexar","36","137",""
"Otto Gruenewald","Juana Ortiz","05/13/1900","Bexar","24","62",""
"August Braun","Maureen Doyle","02/02/1891","Bexar","21","199",""
"Henry Miller","Grace Carter","10/27/1893","Bexar","21","156",""
"Agustín Reyes","Augusta Becker","01/07/1899","Bexar","24","425",""
"Ignacio Vásquez","Ruth Jackson","08/16/1890","Bexar","20","288",""
"Charles Williams","Anna Steinemann","01/09/1883","Bexar","18","477","Catholic ceremony"
"Tomás Flores","Margarita Morales","12/12/1907","Bexar","27","39",""
"Ludwig Schmitt","Rosa Gutiérrez","04/04/1909","Bexar","27","471",""
"Patrick Flanagan","Harriet Davis","12/08/1885","Bexar","18","234",""
"Gerhard Hoffmann","Beatriz Fuentes","03/07/1924","Bexar","33","34",""
"Juan Herrera","Olga Klein","10/02/1880","Bexar","16","337","Performed by Judge R.H. Harrison"
"Arthur Miller","Mary Scott","04/23/1892","Bexar","21","230",""
"Patrick McCarthy","Ida Schwarz","04/23/1899","Bexar","24","435",""
"Manuel Treviño","Sophie Schwarz","06/24/1922","Bexar","32","283",""
"Agustín Cantu","Mathilde Richter","05/05/1902","Bexar","25","417",""
"Eugene White","Petra Hernández","06/12/1888","Bexar","19","331",""
"George Perez","Remedios Torres","11/27/1914","Bexar","29","382",""
"Robert Carter","Lillie Williams","02/17/1949","Bexar","42","279","Second marriage"
"Franz Weidemann","Emilie Werner","06/16/1925","Bexar","33","60",""
"Frank Young","Louisa Scott","10/12/1865","Bexar","11","384",""
"Thomas Wilson","Olga Meyer","04/23/1933","Bexar","36","1",""
"Michael Brennan","Josefa Gutiérrez","05/27/1905","Bexar","26","108",""
"Miguel Martínez","Elena Sánchez","11/03/1929","Bexar","35","35",""
"Kieran Kennedy","Anna Lange","07/12/1901","Bexar","24","107",""
"Conrad Krüger","Marta Hartmann","08/11/1882","Bexar","17","180","Previously widowed"
"Emil Schmitt","Frieda Klein","06/22/1919","Bexar","31","252",""
"Ignacio Hernández","Hedwig Fischer","12/21/1926","Bexar","34","473","Catholic ceremony"
"Charles King","Bridget Kennedy","12/28/1929","Bexar","35","232",""
"Friedrich Hartmann","Amparo Martínez","02/17/1893","Bexar","21","93",""
"Emil Lehmann","Elizabeth Moore","09/16/1924","Bexar","33","90",""
"Pedro González","Concepción Chávez","02/07/1889","Bexar","20","247",""
"Feliciano Rivera","Elizabeth Taylor","11/19/1901","Bexar","24","433",""
"Thomas Brown","Carmen Martínez","12/14/1903","Bexar","25","11",""
"Frank Wright","Ida Schroeder","09/23/1907","Bexar","27","217","Second marriage"
"Gregorio Cantu","Else Weidemann","02/01/1888","Bexar","19","83","Minor — parental consent noted"
"August Hartmann","Brigid Burke","11/06/1884","Bexar","18","299",""
"Hermann Becker","Carmen Molina","09/26/1883","Bexar","18","7",""
"Hans Neumann","Ramona Ramírez","08/26/1895","Bexar","22","110",""
"Conrad Becker","Francisca Rodríguez","09/05/1888","Bexar","19","441",""
"Heinrich Zimmermann","Luz Domínguez","04/27/1883","Bexar","18","135",""
"John Mitchell","Francisca Martínez","06/13/1926","Bexar","34","231",""
"Robert Martin","Else Bergmann","11/06/1928","Bexar","34","124",""
"Feliciano Rodríguez","Anna Klein","12/25/1885","Bexar","18","75",""
"Carlos Molina","Luz Garza","10/11/1914","Bexar","29","471",""
"Clarence Martin","Beatriz Ramírez","12/16/1885","Bexar","18","500",""
"Heinrich Hoffmann","Augusta Steinemann","04/11/1912","Bexar","28","475",""
"Frederick Miller","Elena Díaz","11/14/1903","Bexar","25","143",""
"Ernst Schmitt","Bertha Lehmann","04/22/1874","Bexar","14","352",""
"Gustav Becker","Pearl Thompson","12/10/1926","Bexar","34","327",""
"Gustav Wagner","Harriet Thomas","12/09/1910","Bexar","28","478",""
"Johann Hoffmann","Augusta Weber","09/13/1941","Bexar","39","2","Performed by Judge R.H. Harrison"
"Albert Roberts","Fiona McCarthy","07/07/1916","Bexar","30","137","Catholic ceremony"
"Conrad Braun","Petra Vásquez","03/04/1888","Bexar","19","186",""
"Patrick McCarthy","Rosa Castillo","12/22/1886","Bexar","19","217",""
"Frederick Johnson","Concepción Castillo","04/08/1895","Bexar","22","317",""
"Eugene Thomas","Alice Smith","04/06/1900","Bexar","24","413",""
"Andrés Martínez","Kathleen Gallagher","08/04/1871","Bexar","13","49",""
"Hermann Wolf","Emilie Weidemann","01/08/1886","Bexar","19","344",""
"Klaus Steinemann","Dolores Reyes","07/23/1885","Bexar","18","228",""
"Joseph Mitchell","Clara Mueller","04/22/1897","Bexar","23","252",""
"Richard Anderson","Remedios Vásquez","04/12/1914","Bexar","29","74",""
"Emil Wagner","Edith Miller","05/08/1905","Bexar","26","367",""
"Bernardo Fuentes","Fiona Sullivan","08/23/1884","Bexar","18","410","Witnesses present"
"Ernesto Martínez","Olga Weidemann","05/12/1907","Bexar","27","118",""
"Edward Martin","Consuelo Díaz","06/02/1885","Bexar","18","390",""
"George Williams","Hedwig Schmidt","05/15/1913","Bexar","29","77",""
"Edward Mitchell","Mabel White","02/08/1913","Bexar","29","447","Second marriage"
"Otto Schäfer","Ida Bergmann","04/20/1881","Bexar","17","365","Second marriage"
"Florencio Rivera","Olga Schwarz","03/05/1929","Bexar","35","274",""
"José Salinas","Ethel Thompson","09/02/1901","Bexar","24","202",""
"Antonio Ramírez","Juana Treviño","08/08/1897","Bexar","23","233",""
"Ramón Flores","Marta Fischer","01/10/1854","Bexar","7","236",""
"Emil Schwarz","Clara Bergmann","09/12/1921","Bexar","32","403",""
"Joseph Adams","Petra Flores","03/26/1911","Bexar","28","19",""
"Adolph Gruenewald","Juana Domínguez","06/01/1899","Bexar","24","162",""
"Henry White","Alice Harris","12/05/1938","Bexar","38","333",""
"Antonio Martínez","Ruth Moore","12/15/1909","Bexar","27","191",""
"Walter Schmidt","Carmen Pérez","06/15/1883","Bexar","18","466",""
"Walter Fischer","Louisa Gruenewald","01/28/1910","Bexar","28","434",""
"Miguel Gutiérrez","Florence Smith","12/23/1855","Bexar","7","288",""
"Miguel Treviño","Francisca Garza","06/20/1895","Bexar","22","168",""
"Aurelio Sánchez","Harriet White","11/25/1841","Bexar","2","281",""
"Heinrich Meyer","Lillie Anderson","12/24/1908","Bexar","27","326",""
"Miguel Hernández","Augusta Richter","05/01/1882","Bexar","17","489",""
"Ernst Klein","Alice White","04/01/1896","Bexar","22","34",""
"Eusebio Fuentes","Mabel Harris","11/16/1858","Bexar","8","59","Catholic ceremony"
"Richard King","Nellie Mitchell","10/18/1896","Bexar","22","281",""
"Richard Wright","Else Meyer","10/17/1925","Bexar","33","350",""
"Hermann Schulz","Helen Martin","05/16/1912","Bexar","28","499",""
"Hans Schäfer","Ethel Brown","04/28/1908","Bexar","27","402",""
"Eamon Flanagan","Rosa Treviño","07/19/1905","Bexar","26","170",""
"Bernardo Fuentes","Sarah Adams","07/13/1883","Bexar","18","418",""
"Friedrich Koch","Emma Taylor","07/19/1911","Bexar","28","110",""
"Samuel Wilson","Emilie Koch","10/13/1900","Bexar","24","437","Second marriage"
"Eusebio García","Petra Herrera","12/21/1938","Bexar","38","78",""
"Pedro González","Margarita Cantu","01/06/1885","Bexar","18","458",""
"Tomás Hernández","Fiona O'Brien","03/13/1861","Bexar","9","422",""
"Tomás Moreno","Else Fischer","03/03/1873","Bexar","14","237",""
"Agustín Pérez","Katharina Lange","06/22/1905","Bexar","26","84",""
"Frank Thompson","Luz Molina","05/22/1895","Bexar","22","168",""
"Johann Schmidt","Teresa Sánchez","03/05/1908","Bexar","27","371","Performed by Judge R.H. Harrison"
