"First Name","Last Name","Preferred Name","Email","Phone","Cell Phone","Address 1","City","State","Zip","Country","Gender","Birthday","Join Date","Expiration Date","Status","Membership Plan","Amount Paid","Payment Method","Payment Date","Marital Status","Surnames Researched","Notes"
"Karl","Russell","Karl","k.russell@gmail.com","(281) 667-9359","","20297 Huebner Rd","Houston","TX","77077","US","Male","01/19/1989","06/13/2025","06/13/2026","Active","Family","65.00","Check","06/10/2025","Widowed","Meyer; Sheridan; Green; Jarrett; Abernathy",""
"Walter","Collins","Walter","waltercollins@gmail.com","(210) 482-7722","","15743 Medio Creek","San Antonio","TX","78170","US","Male","08/24/1989","09/02/2017","09/02/2018","Active","Organization","100.00","Stripe","09/01/2017","Married","Blackwood; Kimball; Wisniewski; Doyle; Turner",""
"Jasmine","Weber","Jasmine","jasmineweber@gmail.com","(210) 787-2519","","2514 Sierra Blanca Unit 669","San Antonio","TX","78163","US","Female","09/08/1935","05/27/2022","05/27/2023","Active","Honorary","0.00","PayPal","05/23/2022","Married","Martin; Richter; Rogers",""
"Marilyn","Woods","Marilyn","marilyn.woods89@sbcglobal.net","(281) 796-4808","","22093 Zarzamora St","Houston","TX","77317","US","Female","02/21/1948","05/07/2021","05/07/2022","Active","Organization","100.00","Credit Card","05/07/2021","Married","",""
"Charlotte","Sanchez","Charlotte","sanchez.charlotte@gmail.com","(210) 839-5058","(713) 849-3423","22344 Flores St","San Antonio","TX","78211","US","Female","06/23/1940","12/16/2019","12/15/2020","Active","Organization","100.00","Credit Card","12/14/2019","Widowed","Templeton",""
"Ingrid","Coleman","Ingrid","ingrid63@aol.com","(210) 831-7076","","7623 Vance Jackson Rd Unit 646","San Antonio","TX","78198","US","Female","07/07/1991","01/22/2018","01/22/2019","Active","Individual","45.00","Credit Card","01/17/2018","Married","Wozniak; Hawthorne",""
"Andrea","Ross","Andi","andreaross@aol.com","(210) 994-2330","","4337 Lark Meadow","San Antonio","TX","78239","US","Female","04/05/1948","07/09/2020","07/09/2021","Active","Individual","45.00","Check","07/04/2020","Married","Martinez","Volunteers at library"
"Teresa","Mitchell","Teresa","teresa59@gmail.com","(210) 334-9259","","10589 N New Braunfels Ave","San Antonio","TX","78297","US","Female","11/14/1941","01/23/2020","01/22/2021","Active","Individual","45.00","Credit Card","01/23/2020","Widowed","Langston; Hartmann; Villarreal; Kimball; Wojcik; Anderson",""
"Elijah","Phillips","Elijah","elijah.phillips@gmail.com","(210) 459-5093","","21983 Zarzamora St # 307","San Antonio","TX","78228","US","Male","11/10/1943","01/08/2020","01/07/2021","Expired","Family","65.00","PayPal","01/05/2020","Married","Whitfield; Pham",""
"Maria","Wood","Maria","mwood@gmail.com","(214) 855-7737","","2069 Oak Ave","Dallas","TX","75130","US","Female","06/30/1941","01/11/2018","01/11/2019","Active","Family","65.00","Check","01/06/2018","Divorced","Cantu; Chen; Hall",""
"Imani","Lopez","Imani","ilopez@gmail.com","(972) 557-6478","","19913 Harry Wurzbach Rd Apt 229","Dallas","TX","75268","US","Female","02/06/1942","11/15/2021","","Active","Life","500.00","PayPal","11/10/2021","Divorced","Morris; Kensington; Hall",""
"Vikram","Tucker","Vikram","tucker.v19@gmail.com","(210) 655-5643","","24851 Moss Rock","San Antonio","TX","78109","US","Male","09/10/1952","09/02/2024","09/02/2025","Active","Family","65.00","Check","08/27/2024","Married","Robinson; Henderson; Rogers; Whitfield; Cox; Russell; Carter",""
"Fiona","Wells","Fiona","wellsf@protonmail.com","(210) 641-6893","","18452 Presa St Suite 536","San Antonio","TX","78106","US","Female","06/15/1945","10/22/2022","10/22/2023","Active","Individual","45.00","Check","10/15/2022","Divorced","Gonzales; Evans; Rogers","Legacy software user"
"Yolanda","Gray","Yolanda","yolanda.gray@gmail.com","(210) 246-8792","","17003 Timber Path","San Antonio","TX","78261","US","Female","","02/16/2022","02/16/2023","Active","Individual","45.00","PayPal","02/11/2022","Single","O'Sullivan; Morris; Ramirez; White","Find A Grave contributor"
"Grazyna","Truong","Grazyna","grazynatruong@swbell.net","(210) 686-3319","","1283 Austin Hwy","San Antonio","TX","78290","US","Female","10/09/1989","02/06/2024","02/05/2025","Active","Family","65.00","Check","02/01/2024","Married","Westbrook; Blackwood",""
"Grainne","Salazar","Grainne","grainne.salazar29@swbell.net","(210) 839-7038","","12991 Tezel Rd","San Antonio","TX","78168","US","Female","08/30/1975","05/04/2023","05/03/2024","Active","Individual","45.00","PayPal","05/01/2023","Married","Tran","Moved from Corpus Christi; DAR member"
"Eduardo","Ryan","Eduardo","ryane@hotmail.com","(806) 332-6499","","7542 McCullough Ave","Lubbock","TX","79341","US","Male","","04/02/2023","04/01/2024","Active","Organization","100.00","PayPal","03/26/2023","Divorced","Becker; Jackson; Cunningham",""
"Veronica","Hernandez","Veronica","hernandezv@icloud.com","(830) 844-7622","","6459 Hausman Rd","Seguin","TX","78167","US","Female","05/08/1956","11/20/2020","11/20/2021","Deceased","Individual","45.00","PayPal","11/17/2020","Married","Underwood; King; Kaminski",""
"Alejandro","Clark","Alejandro","clark.a66@protonmail.com","(210) 889-6658","(956) 286-2995","25202 Ingram Rd","San Antonio","TX","78157","US","Male","08/09/1974","12/07/2023","","Active","Life","500.00","PayPal","12/01/2023","Married","Norwood",""
"Stephanie","Hughes","Stephanie","hughess@gmail.com","(830) 724-9336","","19644 McCullough Ave","Boerne","TX","78061","US","Female","","09/25/2022","09/25/2023","Active","Individual","45.00","Credit Card","09/19/2022","Widowed","Pruett; Hargrove; Rivera; Hernandez; Weber; Lynch",""
"Kyle","De Leon","Kyle","kyle.deleon@att.net","(281) 321-6861","","6410 Babcock Rd","Houston","TX","77346","US","Male","","10/28/2019","10/27/2020","Active","Family","65.00","Check","10/28/2019","","Moore; Medina; Stewart",""
"Ashok","Ross","Ashok","ashok36@aol.com","(210) 841-9142","(281) 619-5262","4836 Hawk Ridge","San Antonio","TX","78112","US","Male","","09/22/2021","02/04/2026","Grace Period","Family","65.00","Check","09/20/2021","Married","Braun","Moved from El Paso; Research focus: Revolutionary War"
"Malgorzata","O'Brien","Malgorzata","malgorzata.obrien@sbcglobal.net","(830) 558-4438","","16675 Broadway","Boerne","TX","78020","US","Female","08/29/1955","12/17/2018","12/17/2019","Active","Organization","100.00","PayPal","12/14/2018","Married","Adams; Cunningham",""
"Katarzyna","Turner","Katarzyna","turner.katarzyna@hotmail.com","(817) 363-8784","","21347 Church St","Fort Worth","TX","76161","US","Female","05/29/1937","11/05/2020","11/05/2021","Active","Individual","45.00","Check","11/03/2020","Married","",""
"Jeremy","Adams","Jeremy","adamsj@aol.com","(915) 206-1406","","8347 McCullough Ave","El Paso","TX","79832","US","Male","10/10/1953","01/20/2023","01/20/2024","Expired","Individual","45.00","Check","01/13/2023","Single","Parker; Fairchild",""
"Judith","Brennan","Judith","brennanj@yahoo.com","(210) 350-6801","","2175 Oak Park Dr Unit 830","San Antonio","TX","78164","US","Female","03/04/1939","03/09/2024","03/09/2025","Active","Organization","100.00","PayPal","03/06/2024","Divorced","Lopez; Morris; Jones",""
"Denisha","White","Denisha","white.denisha@icloud.com","(830) 876-3138","","1636 Huebner Rd","Fredericksburg","TX","78606","US","Female","10/25/1941","12/20/2024","02/16/2026","Grace Period","Individual","45.00","PayPal","12/20/2024","Married","Wisniewski; Bailey",""
"Iwona","Ferguson","Iwona","iwona.ferguson@yahoo.com","(210) 506-8988","(817) 309-6239","10957 Old Pearsall Rd","San Antonio","TX","78132","US","Female","05/25/1942","09/21/2017","09/21/2018","Active","Individual","45.00","Check","09/15/2017","Married","Southard; Greenwood; Mitchell; Hayes",""
"Liang","Bennett","Liang","lbennett@gmail.com","(210) 348-2151","","6795 Sage Crossing Apt 675","San Antonio","TX","78130","US","Male","03/10/1969","06/18/2022","06/18/2023","Expired","Individual","45.00","Cash","06/12/2022","Widowed","Martin; Edwards",""
"Raul","Butler","Raul","butler.r48@gmail.com","(210) 447-5736","","18732 Fredericksburg Rd","San Antonio","TX","78180","US","Male","07/20/1945","12/14/2024","12/14/2025","Deceased","Family","65.00","Credit Card","12/09/2024","Single","Lee; Powell; Godfrey",""
"Scott","Gray","Scott","grays@outlook.com","(210) 867-3566","(903) 248-6261","22768 Bitters Rd","San Antonio","TX","78270","US","Male","06/30/1948","03/02/2024","03/02/2025","Expired","Organization","100.00","Check","02/24/2024","Married","Cantu",""
"Andrea","Carter","Andrea","andrea23@outlook.com","(281) 398-7319","","1693 2nd Ave","Houston","TX","77263","US","Female","","10/19/2024","10/19/2025","Deceased","Individual","45.00","Stripe","10/13/2024","Married","Kowalski; Gonzalez; Bailey",""
"Diana","Gray","Diana","diana52@gmail.com","(915) 617-9419","","5332 Huebner Rd Suite 430","El Paso","TX","79887","US","Female","01/24/1991","05/07/2023","05/06/2024","Active","Individual","45.00","PayPal","05/04/2023","Single","Williams; O'Connor; Beaumont; Foster",""
"Noah","Butler","Noah","butler.noah@gmail.com","(210) 757-1206","(817) 264-1601","12994 Austin Hwy","San Antonio","TX","78288","US","Male","07/17/1941","10/22/2022","","Active","Life","500.00","Credit Card","10/17/2022","Widowed","Lynch; Abernathy; Rutherford",""
"Sara","Hernandez","Sara","hernandez.s48@aol.com","(830) 206-5123","","24096 S Presa St","Seguin","TX","78170","US","Female","04/24/1945","01/20/2024","01/19/2025","Active","Individual","45.00","PayPal","01/18/2024","Married","Hargrove; Gonzales","Board member; Newsletter editor"
"Tyler","Cole","Tyler","tylercole@yahoo.com","(210) 534-3647","","27239 Rolling Oaks","San Antonio","TX","78172","US","Male","09/18/1937","06/11/2020","06/11/2021","Active","Organization","100.00","PayPal","06/07/2020","Married","Parker; Szymanski; Stewart; White; Taylor; Krueger; Cooper; Schneider",""
"Marcus","Cantu","Marcus","mcantu@att.net","(956) 818-3308","","20626 Sage Crossing","Laredo","TX","78025","US","Male","10/19/1957","08/26/2024","08/26/2025","Lapsed","Individual","45.00","Check","08/23/2024","Widowed","Williams; Ramirez; Wang",""
"Roisin","Chapman","Roisin","roisin68@yahoo.com","(210) 716-1855","","15991 Robin Nest Unit 975","San Antonio","TX","78121","US","Female","06/12/1943","01/08/2025","01/08/2026","Active","Individual","45.00","Check","01/06/2025","Married","Stricklin; Richter; Blackwood; Northcutt","Legacy software user"
"Jessica","Gutierrez","Jessica","","(817) 907-6273","","16251 Braun Rd","Fort Worth","TX","76152","US","Female","11/21/1971","07/19/2019","07/18/2020","Active","Family","65.00","Stripe","07/18/2019","Single","Jarrett; Ross",""
"Alfonso","Robertson","Alfonso","robertson.a6@sbcglobal.net","(210) 682-4806","","13309 Starcrest Dr Unit 604","San Antonio","TX","78260","US","Male","08/27/1943","04/24/2020","04/24/2021","Active","Family","65.00","Check","04/18/2020","Married","Clark; Kaminski; Montoya","Research focus: Revolutionary War"
"Sophia","Alexander","Sophia","alexander.sophia@yahoo.com","(361) 980-9650","","3659 Valley Rd Apt 198","Corpus Christi","TX","78443","US","Female","09/04/1975","06/01/2020","06/01/2021","Active","Individual","45.00","Check","05/25/2020","Divorced","Campbell; Martinez",""
"Ruth","Weber","Ruth","rweber@aol.com","(210) 668-8989","","9925 Thousand Oaks Dr Suite 176","San Antonio","TX","78262","US","Female","02/01/1965","01/13/2020","01/12/2021","Active","Individual","45.00","Check","01/10/2020","Married","Miller; Hartmann; De La Cruz; Oglethorpe; Meyer",""
"Maria","Henderson","Maria","henderson.maria@gmail.com","(210) 676-1157","","17103 Evers Rd","San Antonio","TX","78106","US","Female","08/05/1944","03/24/2022","03/24/2023","Active","Individual","45.00","Check","03/24/2022","Single","Meriwether; Nowak; Jenkins; Gonzalez",""
"Samantha","Doyle","Samantha","doyle.samantha@yahoo.com","(210) 227-9017","","11192 Misty Glen","San Antonio","TX","78163","US","Female","","09/25/2021","09/25/2022","Active","Honorary","0.00","PayPal","09/25/2021","Single","Nguyen; Doyle; Blackwood",""
"Rachel","Hunter","Rachel","rachel.hunter@yahoo.com","(210) 262-2561","","11409 Ingram Rd","San Antonio","TX","78104","US","Female","07/29/1938","02/12/2023","02/12/2024","Active","Family","65.00","PayPal","02/06/2023","Married","Singh; Langston; Krueger; Gutierrez",""
"David","Cole","David","david93@icloud.com","(281) 653-7650","","20398 Mesa Verde","Houston","TX","77304","US","Male","06/29/1962","10/07/2018","","Active","Life","500.00","Check","10/06/2018","Single","",""
"Mei","Bui","Mei","","(281) 360-1913","","18036 Pecan St","Houston","TX","77539","US","Female","06/25/1943","04/20/2020","04/20/2021","Active","Family","65.00","Credit Card","04/13/2020","Married","Hill; Richardson; Ryan",""
"Veronica","Stone","Veronica","stonev@hotmail.com","(806) 562-6126","","27600 Cottonwood Ln","Lubbock","TX","79455","US","Female","05/03/1969","08/21/2015","08/20/2016","Active","Individual","45.00","Credit Card","08/17/2015","Married","Rutherford; Smith; Evans","Research focus: Revolutionary War; Research focus: Texas Revolution; Research focus: Polish settlers"
"Seamus","De Leon","Seamus","deleon.seamus@gmail.com","(210) 260-3965","","24157 SW Military Dr Suite 143","San Antonio","TX","78254","US","Male","09/10/1940","10/22/2023","10/21/2024","Active","Individual","45.00","Credit Card","10/15/2023","Single","Adams; Richardson",""
"Vikram","Fuentes","Vikram","v.fuentes@swbell.net","(210) 929-8721","","5547 Timber Path","San Antonio","TX","78292","US","Male","07/20/1969","03/24/2020","03/24/2021","Active","Honorary","0.00","Check","03/24/2020","Widowed","Lewis; Tran; Rodriguez",""
"Monique","Rogers","Monique","monique99@gmail.com","(972) 403-9123","","791 Encino Rio","Dallas","TX","75222","US","Female","07/25/1945","02/13/2024","02/12/2025","Active","Individual","45.00","Credit Card","02/11/2024","Married","Medina; Li",""
"Katarzyna","Harrison","Katarzyna","katarzyna.harrison@hotmail.com","(817) 929-6363","","13876 Cottonwood Ln","Fort Worth","TX","76018","US","Female","10/01/1945","06/09/2022","06/09/2023","Active","Organization","100.00","Check","06/02/2022","Widowed","Davis; Morgan; Castillo",""
"Deborah","Fuentes","Deborah","fuentes.deborah@outlook.com","(210) 407-4845","","8141 SE Military Dr Apt 710","San Antonio","TX","78197","US","Female","12/02/1942","07/27/2020","07/27/2021","Expired","Individual","45.00","Cash","07/24/2020","Married","Fitzgerald; Patterson",""
"Stephanie","Gupta","Steph","gupta.s34@swbell.net","(210) 336-5166","","9571 Rolling Oaks Unit 818","San Antonio","TX","78118","US","Female","03/14/1973","09/07/2020","09/07/2021","Active","Organization","100.00","Check","09/06/2020","Divorced","Patterson; Beaumont; Patterson; Kumar; Hayes; Williams; Garcia; Li",""
"Debra","Ryan","Debra","ryan.d52@gmail.com","(210) 399-6072","","22561 Meadow Ln","Universal City","TX","78159","US","Female","","01/06/2020","01/05/2021","Active","Individual","45.00","PayPal","12/30/2019","Married","Mueller; Meriwether",""
"Scott","Miller","Scott","scott.miller63@yahoo.com","(469) 734-2321","","9812 Stone Oak Pkwy","Dallas","TX","75159","US","Male","12/13/1956","10/13/2023","10/12/2024","Expired","Individual","45.00","PayPal","10/10/2023","Married","Parker; Johnson; Torres","Transcribes historical documents; Ancestry.com subscriber; Handles membership renewals"
"Brigitte","Hunter","Brigitte","hunter.brigitte@outlook.com","(210) 967-3036","(281) 582-8025","11252 Roosevelt Ave","San Antonio","TX","78258","US","Female","04/13/1941","12/09/2015","12/08/2016","Active","Family","65.00","PayPal","12/02/2015","Divorced","Rivera; Pham",""
"Nicole","Montoya","Nicole","nicolemontoya@icloud.com","(830) 470-2470","","24361 Culebra Rd","Boerne","TX","78067","US","Female","05/27/1950","02/25/2024","02/24/2025","Active","Individual","45.00","PayPal","02/19/2024","Married","Salazar; Coleman; Phillips; Kensington; Rivera",""
"Alice","Montoya","Alice","amontoya@gmail.com","(210) 986-4127","","9943 Huebner Rd Apt 77","San Antonio","TX","78245","US","Female","05/01/1939","08/17/2023","08/16/2024","Active","Individual","45.00","Check","08/16/2023","Single","Sanders; Butler; Sanchez; Richardson; Stricklen; Krawczyk; Murphy; Morris",""
"Greta","Knight","Greta","greta21@gmail.com","(210) 860-7020","","18937 Old Pearsall Rd","San Antonio","TX","78139","US","Female","","10/18/2021","10/18/2022","Active","Family","65.00","PayPal","10/16/2021","Married","Pemberton; Stewart; Powell",""
"Brandon","Smith","Brandon","brandon.smith46@yahoo.com","(210) 210-5689","","22398 Canyon View","San Antonio","TX","78216","US","Male","09/15/1960","02/13/2024","02/12/2025","Active","Individual","45.00","Check","02/07/2024","Married","",""
"Oliver","Hayes","Oliver","hayes.o58@icloud.com","(210) 618-1613","","13365 N New Braunfels Ave","San Antonio","TX","78110","US","Male","09/10/1953","08/10/2020","","Active","Life","500.00","Check","08/10/2020","Widowed","Turner; Cunningham",""
"Diane","Payne","Diane","dianepayne@hotmail.com","(210) 329-5380","","11366 Blanco Rd","San Antonio","TX","78130","US","Female","","07/20/2021","07/20/2022","Active","Organization","100.00","Credit Card","07/15/2021","Married","Diaz; Abernathy; Krawczyk; Callaway; Sanchez",""
"Anita","Nowak","Anita","anita.nowak5@yahoo.com","(210) 321-7240","","7154 Fox Run","San Antonio","TX","78167","US","Female","07/24/1999","01/04/2024","01/03/2025","Active","Student","20.00","Check","01/03/2024","Single","Adams; Cunningham; Norwood; Russell; Wood",""
"Justin","Hall","Justin","justin51@gmail.com","(972) 221-9731","","4394 Main St","Dallas","TX","75331","US","Male","09/06/1967","12/23/2015","12/22/2016","Active","Honorary","0.00","PayPal","12/17/2015","Married","Clark; Galbraith; O'Brien; Jarrett; Beaumont; Blackwood",""
"Stephanie","Edwards","Stephanie","stephanie.edwards8@hotmail.com","(281) 863-4891","","8032 Ingram Rd","Houston","TX","77462","US","Female","12/11/1946","02/25/2024","02/24/2025","Active","Family","65.00","PayPal","02/18/2024","Married","",""
"Marek","Brooks","Marek","m.brooks@gmail.com","(210) 833-4648","","18635 McCullough Ave","San Antonio","TX","78228","US","Male","01/20/1987","05/14/2019","05/13/2020","Expired","Individual","45.00","PayPal","05/11/2019","Widowed","Richter; Adams; Ward; Nelson",""
"Margaret","Wu","Margaret","mwu@att.net","(210) 633-4336","","20576 Cliff Shadow Unit 541","San Antonio","TX","78201","US","Female","08/02/1945","07/01/2023","","Active","Life","500.00","PayPal","06/28/2023","Married","",""
"Megan","Ryan","Meg","mryan@gmail.com","(210) 883-8237","","2661 Fox Run","San Antonio","TX","78120","US","Female","06/18/1961","07/15/2015","07/14/2016","Active","Individual","45.00","Credit Card","07/12/2015","Married","Mazur; Drummond; Norwood; Brown",""
"Rebecca","Freeman","Rebecca","r.freeman@gmail.com","(210) 426-6495","","27504 N New Braunfels Ave","San Antonio","TX","78146","US","Female","","02/17/2025","02/17/2026","Active","Individual","45.00","Check","02/14/2025","Single","Martin; Cox; Hargrove",""
"Sergio","Green","Sergio","sergio.green@sbcglobal.net","(210) 593-6681","","4743 Callaghan Rd","San Antonio","TX","78139","US","Male","08/06/2000","09/18/2025","","Active","Life","500.00","Cash","09/11/2025","Married","Westbrook; Stewart; Montoya; Krueger; Hayes",""
"Aisling","Hernandez","Aisling","hernandez.aisling@gmail.com","(210) 944-9362","","6693 Babcock Rd","San Antonio","TX","78225","US","Female","10/24/1963","11/21/2020","11/21/2021","Active","Honorary","0.00","Cash","11/16/2020","Married","Bell; Simmons; Turner; Fischer; Mazur; Coleman; Hayes",""
"Cormac","Jones","Cormac","c.jones@hotmail.com","(210) 475-8124","","663 Hawk Ridge","San Antonio","TX","78202","US","Male","","10/26/2015","10/25/2016","Active","Family","65.00","Credit Card","10/19/2015","Married","Mazur; Allen; Krueger","Research focus: Colonial era"
"Natalie","Simpson","Natalie","simpsonn@earthlink.net","(830) 440-9124","","8251 Spring St","Boerne","TX","78083","US","Female","10/28/1964","08/25/2024","08/25/2025","Active","Individual","45.00","Check","08/20/2024","Married","Alexander; Russell; Reed","Find A Grave contributor"
"Jose","Bryant","Jose","bryant.j34@hotmail.com","(806) 771-5963","","16183 Hausman Rd","Lubbock","TX","79488","US","Male","09/05/1941","09/06/2023","09/05/2024","Lapsed","Individual","45.00","Credit Card","09/05/2023","Married","Taylor; Cunningham; Nelson; Washington; Anderson",""
"Leroy","Martin","Leroy","leroy.martin@hotmail.com","(210) 523-4874","","16225 Sierra Blanca # 903","San Antonio","TX","78183","US","Male","","11/05/2019","11/04/2020","Active","Individual","45.00","Cash","10/29/2019","Divorced","Pruett; Godfrey; Strickland; Hargrove",""
"Ravi","Bryant","Ravi","rbryant@icloud.com","(214) 364-4873","","7459 Cottonwood Ln","Dallas","TX","75138","US","Male","02/15/1954","10/24/2020","10/24/2021","Active","Family","65.00","Check","10/17/2020","Widowed","Kaminski; Williams; Price; Blackwood; Ward",""
"Sanjay","Baker","Sanjay","s.baker@gmail.com","(713) 275-4755","","27460 Sycamore Dr # 823","Houston","TX","77405","US","Male","06/13/1963","08/05/2016","08/05/2017","Expired","Individual","45.00","PayPal","07/29/2016","Divorced","Martinez; Braun; Sanders; Norwood; Harris",""
"Sarah","Allen","Sarah","allens@aol.com","(210) 714-3807","","25607 San Pedro Ave","San Antonio","TX","78268","US","Female","07/31/1938","10/16/2020","","Active","Life","500.00","Check","10/12/2020","Single","Patel; Jenkins",""
"Brittany","Cook","Brittany","brittanycook@gmail.com","(210) 765-4064","","6789 Canyon View","San Antonio","TX","78114","US","Female","12/15/1947","10/22/2024","10/22/2025","Expired","Individual","45.00","Credit Card","10/20/2024","Married","Moore; O'Brien; Green",""
"Esperanza","Kaminski","Esperanza","ekaminski@gmail.com","(210) 710-7918","","3406 Perrin Beitel Rd","San Antonio","TX","78255","US","Female","","05/15/2020","05/15/2021","Active","Family","65.00","PayPal","05/13/2020","Widowed","Fitzgerald; Brennan",""
"Aaliyah","Burke","Aaliyah","aaliyahburke@gmail.com","(512) 607-4432","","26761 Church St","Austin","TX","78739","US","Female","06/22/1959","11/27/2021","11/27/2022","Expired","Individual","45.00","Check","11/23/2021","Divorced","Barnett; Blackwood; Schneider",""
"Hiroshi","De Los Santos","Hiroshi","delossantos.hiroshi@gmail.com","(361) 229-6334","","8094 Eagle Pass Unit 863","Corpus Christi","TX","78417","US","Male","12/16/1955","08/06/2020","08/06/2021","Active","Family","65.00","Check","07/31/2020","Married","Morgan; Scott; Chamberlain; Wisniewski; Lee","Coordinates annual picnic"
"Cheryl","Ellis","Cheryl","ellis.cheryl@outlook.com","(210) 729-1176","","25757 Potranco Rd","San Antonio","TX","78207","US","Female","09/17/1955","11/05/2023","11/04/2024","Active","Individual","45.00","Credit Card","10/30/2023","Single","",""
"Megan","Ortiz","Megan","ortiz.megan@gmail.com","(214) 653-2395","","5219 Starcrest Dr","Dallas","TX","75331","US","Female","","03/12/2022","03/12/2023","Expired","Individual","45.00","Stripe","03/08/2022","Married","De La Cruz; Patterson; Hawthorne; Quincy","Referred by existing member; Research focus: Irish immigration; Volunteers at library"
"Samuel","Parker","Sammy","parker.samuel@gmail.com","(512) 393-8834","","18300 Summit Dr","Austin","TX","78759","US","Male","05/01/1974","06/18/2016","06/18/2017","Active","Individual","45.00","Check","06/13/2016","Married","Jackson; Alexander",""
"Lakisha","Medina","Lakisha","lakishamedina@hotmail.com","(210) 553-7161","","16762 Autumn Mist","San Antonio","TX","78217","US","Female","11/30/1960","09/06/2024","","Active","Life","500.00","Check","09/05/2024","Single","",""
"Teresa","Villarreal","Teresa","teresa.villarreal79@outlook.com","(210) 565-9423","","9243 West Ave","San Antonio","TX","78286","US","Female","09/04/1959","04/23/2024","04/23/2025","Active","Family","65.00","Credit Card","04/22/2024","Single","Forsythe; Fischer; Galbraith",""
"Terrence","Tucker","Terrence","tucker.t67@yahoo.com","(512) 722-3710","","289 Walnut St","Austin","TX","73774","US","Male","08/08/1959","10/26/2025","","Active","Life","500.00","PayPal","10/26/2025","Married","Reed; Kowalski; Villarreal",""
"Heinrich","Henry","Heinrich","henry.heinrich@aol.com","(214) 552-5902","","4281 Presa St","Dallas","TX","75293","US","Male","11/21/1943","10/09/2017","10/09/2018","Active","Individual","45.00","Credit Card","10/05/2017","Widowed","Kimball; Hargrove; Coleman",""
"Louis","Estrada","Louis","l.estrada@gmail.com","(210) 303-9944","(254) 271-3558","10174 Moss Rock","San Antonio","TX","78270","US","Male","12/08/1985","04/01/2021","04/01/2022","Active","Family","65.00","Credit Card","04/01/2021","Married","Edwards; Strickland; Jackson",""
"Shanice","Stone","Shanice","stones@yahoo.com","(210) 955-6889","","25 Goliad Rd","San Antonio","TX","78296","US","Female","10/17/1965","08/23/2018","08/23/2019","Deceased","Individual","45.00","PayPal","08/17/2018","Married","Hawthorne; Kensington",""
"Rosario","Reed","Rosario","rosarioreed@gmail.com","(210) 449-1415","","12923 Eagle Pass","San Antonio","TX","78157","US","Female","01/31/1947","12/10/2023","12/09/2024","Active","Family","65.00","PayPal","12/04/2023","Divorced","Gonzales; Edwards; Flores; Cantu; Russell",""
"Emma","Reyes","Emma","emma80@swbell.net","(210) 229-6686","","6044 Spring Branch","San Antonio","TX","78115","US","Female","11/26/1944","05/21/2023","","Active","Life","500.00","Credit Card","05/14/2023","Married","Coleman; Northcutt; Strickland; Evans",""
"Margaret","Martinez","Margaret","","(210) 670-8438","","4749 Zarzamora St","San Antonio","TX","78164","US","Female","","09/03/2020","09/03/2021","Active","Individual","45.00","PayPal","08/31/2020","Married","Rutherford; Galbraith","Lifetime achievement award recipient; Librarian volunteer"
"Jorge","Wells","Jorge","jorgewells@yahoo.com","(210) 572-8492","","4743 Canyon View","San Antonio","TX","78284","US","Male","05/22/1975","03/26/2021","03/26/2022","Active","Individual","45.00","Credit Card","03/23/2021","Single","Gallagher; Harris; Li; Sanders; Becker",""
"Bozena","Fuentes","Bozena","fuentes.b10@aol.com","(210) 253-5187","","22060 Pecan Valley","San Antonio","TX","78275","US","Female","04/25/1945","11/06/2024","11/06/2025","Active","Individual","45.00","PayPal","11/06/2024","Widowed","Bennett; Brennan",""
"Chantel","Gupta","Chantel","chantel64@gmail.com","(210) 583-4437","","12712 Stone Oak Pkwy","San Antonio","TX","78279","US","Female","08/10/1989","09/08/2020","09/08/2021","Active","Individual","45.00","PayPal","09/01/2020","Single","Morgan; Jones",""
"Joyce","O'Neill","Joyce","joyce.oneill5@sbcglobal.net","(512) 314-6741","(281) 752-9457","18234 Walzem Rd","Georgetown","TX","78630","US","Female","05/24/1978","05/07/2020","05/07/2021","Active","Individual","45.00","PayPal","05/02/2020","Married","Ingersoll; Cox; Garza","Joined at conference"
"Shirley","Cunningham","Shirley","shirley76@yahoo.com","(210) 662-4047","","15214 Mesa Verde","San Antonio","TX","78210","US","Female","11/13/1942","10/21/2021","10/21/2022","Active","Family","65.00","Check","10/18/2021","Married","Martinez; Patel; Sanchez; Coleman; Wright; Szymanski",""
"Laura","Zhang","Laura","laurazhang@yahoo.com","(817) 604-2118","","5344 Pecan Valley","Fort Worth","TX","76154","US","Female","04/26/1948","05/06/2020","05/06/2021","Expired","Individual","45.00","PayPal","04/29/2020","Married","Flores; Remington; Sanchez; Ashworth; Fairchild",""
"Nia","Gray","Nia","gray.nia@gmail.com","(210) 825-3949","","18767 Hawk Ridge","San Antonio","TX","78168","US","Female","01/13/1967","07/12/2024","07/12/2025","Active","Individual","45.00","Check","07/06/2024","Married","","Courthouse records specialist"
"Jerome","Morris","Jerome","jerome.morris@yahoo.com","(210) 564-7936","","24960 Cibolo Creek","San Antonio","TX","78281","US","Male","","05/24/2022","05/24/2023","Deceased","Individual","45.00","Credit Card","05/21/2022","Single","Hartmann; Richardson; Hawthorne; Singh; Shah; Bailey",""
"Carl","Huang","Carl","carl87@icloud.com","(512) 372-2062","","26571 Elm St","Austin","TX","78788","US","Male","02/14/1965","05/27/2016","05/27/2017","Active","Individual","45.00","PayPal","05/26/2016","Married","Moore; Davis; Kumar; Rogers; Powell",""
